"DEPCODE","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
6,"Broward","Florida","GRAND COURT ALF LLC","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","GRAND VILLA OF DEERFIELD BEACH","ALF","7/17/2020","0","2","3"
6,"Broward","Florida","GREEN LIFE ASSISTED LIVING FACILITY LLC","ALF","7/16/2020","2","0","2"
6,"Broward","Florida","HARBOR BEACH NURSING AND REHABILITATION CENTER","NH","7/17/2020","0","0","4"
6,"Broward","Florida","HARBORCHASE OF CORAL SPRINGS","ALF","7/16/2020","0","1","0"
6,"Broward","Florida","HARBORCHASE OF TAMARAC","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","NH","7/17/2020","50","24","22"
6,"Broward","Florida","JOHN KNOX VILLAGE OF FLORIDA, INC.","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","NH","7/17/2020","0","0","4"
6,"Broward","Florida","KELLY'S ASSISTED LIVING FACILITY","ALF","7/17/2020","1","0","0"
6,"Broward","Florida","LAKEVIEW RETIREMENT RESIDENCE, INC.","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","LENOX ON THE LAKE (THE)","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","NH","7/17/2020","0","4","10"
6,"Broward","Florida","LINCOLN MANOR","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","LIVEWELL AT CORAL PLAZA","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","MAGGYS HOME CARE III INC","ALF","7/17/2020","2","1","0"
6,"Broward","Florida","MAJESTIC MEMORY CARE CENTER","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","MANOR OAKS NURSING & REHABILITATION CENTER","NH","7/17/2020","0","0","4"
6,"Broward","Florida","MANOR PINES CONVALESCENT CENTER","NH","7/17/2020","1","0","3"
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","NH","7/17/2020","2","11","2"
6,"Broward","Florida","MARGATE MANOR, INC.","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","MEMORIAL MANOR","NH","7/17/2020","0","2","12"
6,"Broward","Florida","MICASA SENIOR LIVING","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","MIDTOWN MANOR","ALF","7/17/2020","0","2","5"
6,"Broward","Florida","NEW HORIZON OF TAMARAC","ALF","7/17/2020","1","0","0"
6,"Broward","Florida","NORTH LAKE RETIREMENT HOME INC","ALF","7/17/2020","19","0","10"
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","NH","7/17/2020","95","12","5"
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","NH","7/17/2020","22","9","8"
6,"Broward","Florida","NSPIRE HEALTHCARE TAMARAC","NH","7/17/2020","0","0","9"
6,"Broward","Florida","OAKMONTE VILLAGE OF DAVIE","ALF","7/17/2020","0","2","7"
6,"Broward","Florida","PACIFICA SENIOR LIVING FOREST TRACE","ALF","7/17/2020","0","1","1"
6,"Broward","Florida","PACIFICA SENIOR LIVING SUNRISE","ALF","7/16/2020","1","1","4"
6,"Broward","Florida","PALMS CARE CENTER","NH","7/17/2020","6","11","2"
6,"Broward","Florida","PARADISE VILLA RETIREMENT AT SHERIDAN #V","ALF","7/17/2020","0","2","0"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","NH","7/17/2020","1","5","5"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","ALF","7/17/2020","0","1","1"
6,"Broward","Florida","PENINSULA (THE)","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","PHOENIX SENIOR LIVING II, INC.","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","NH","7/17/2020","0","2","7"
6,"Broward","Florida","PLAZA OF HALLANDALE BEACH","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","POMPANO HEALTH AND REHABILITATION CENTER","NH","7/17/2020","18","0","15"
6,"Broward","Florida","PRESIDENTIAL PLACE","ALF","7/17/2020","0","6","8"
6,"Broward","Florida","RANMAR GARDENS II INC","ALF","7/17/2020","0","1","1"
6,"Broward","Florida","RANMAR GARDENS, INC.","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","REGENTS PARK OF SUNRISE","NH","7/17/2020","0","2","5"
6,"Broward","Florida","ROYAL PALM SENIOR RESIDENCE","ALF","7/17/2020","5","2","7"
6,"Broward","Florida","SAEJCA'S CASTLE LLC","ALF","7/17/2020","0","5","0"
6,"Broward","Florida","SHERIDAN MANOR, INC.","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","NH","7/17/2020","0","4","11"
6,"Broward","Florida","SONATA COCONUT CREEK","ALF","7/16/2020","6","0","3"
6,"Broward","Florida","SPRINGTREE REHABILITATION & HEALTH CARE CENTER","NH","7/17/2020","0","0","2"
6,"Broward","Florida","ST JOSEPH RESIDENCE, INC.","ALF","7/17/2020","0","1","4"
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","NH","7/17/2020","4","2","7"
6,"Broward","Florida","SUNRISE HEALTH AND REHABILITATION CENTER","NH","7/17/2020","3","0","0"
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","NH","7/17/2020","6","3","9"
6,"Broward","Florida","THE BRIDGE AT INVERRARY","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","THE COURT AT PALM AIRE","ALF","7/17/2020","0","2","2"
6,"Broward","Florida","THE FORUM AT DEER CREEK","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","THE INN AT ASTON GARDENS","ALF","7/17/2020","0","0","5"
6,"Broward","Florida","THE MERIDIAN AT WATERWAYS","ALF","7/17/2020","0","0","2"
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","ALF","7/17/2020","0","1","3"
6,"Broward","Florida","THE SHERIDAN AT COOPER CITY","ALF","7/17/2020","0","3","8"
6,"Broward","Florida","VICTORIA GARDENS HOME ALF","ALF","7/17/2020","1","0","2"
6,"Broward","Florida","VICTORIA'S RETIREMENT HOME ALF","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","VILLA RIO VISTA","ALF","7/17/2020","0","1","0"
6,"Broward","Florida","VIZCAYA BY THE SEA","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","WATERSIDE LANDING","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","NH","7/16/2020","0","2","15"
6,"Broward","Florida","WILLIAMSBURG LANDING","ALF","7/17/2020","0","0","3"
6,"Broward","Florida","WILLOW BAY SENIOR RESORT","ALF","7/17/2020","0","0","1"
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","NH","7/17/2020","7","0","14"
6,"Broward","Florida","WOODHOUSE, INC","ICF","7/17/2020","0","0","1"
6,"Broward","Florida","YOURLIFE OF COCONUT CREEK","ALF","7/17/2020","2","0","2"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","NH","7/17/2020","2","12","16"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","NH","7/17/2020","0","1","5"
8,"Charlotte","Florida","BROOKDALE PUNTA GORDA ISLES","ALF","7/17/2020","0","0","1"
8,"Charlotte","Florida","BROOKDALE ROTONDA","ALF","7/17/2020","0","0","3"
8,"Charlotte","Florida","CHELSEA PLACE RETIREMENT LIVING, LLC","ALF","7/17/2020","0","0","1"
8,"Charlotte","Florida","CONSULATE HEALTH CARE OF PORT CHARLOTTE","NH","7/17/2020","0","2","1"
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","NH","7/17/2020","0","0","3"
8,"Charlotte","Florida","ENGLEWOOD HEALTHCARE AND REHABILITATION CENTER","NH","7/17/2020","0","1","0"
8,"Charlotte","Florida","HARBOUR HEALTH ASSISTED LIVING","ALF","7/17/2020","3","16","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","NH","7/17/2020","1","7","0"
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","ALF","7/17/2020","1","0","2"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","NH","7/17/2020","1","3","4"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","NH","7/17/2020","38","2","2"
8,"Charlotte","Florida","ROYAL PALM RETIREMENT CENTRE","ALF","7/17/2020","0","0","1"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","NH","7/17/2020","19","7","10"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","NH","7/17/2020","14","3","5"
8,"Charlotte","Florida","VICK STREET MANOR","ALF","7/17/2020","4","2","8"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","NH","7/17/2020","0","1","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","ALF","7/17/2020","0","1","2"
9,"Citrus","Florida","ARBOR TRAIL REHAB AND SKILLED NURSING CENTER","NH","7/17/2020","0","0","1"
9,"Citrus","Florida","AVANTE AT INVERNESS INC","NH","7/17/2020","7","5","5"
9,"Citrus","Florida","BRENTWOOD RETIREMENT COMMUNITY","ALF","7/17/2020","0","0","2"
9,"Citrus","Florida","BROOKDALE CITRUS","ALF","7/17/2020","1","0","2"
9,"Citrus","Florida","CITRUS HEALTH AND REHABILITATION CENTER","NH","7/17/2020","0","1","5"
9,"Citrus","Florida","CRYSTAL RIVER HEALTH AND REHABILITATION CENTER","NH","7/17/2020","0","0","8"
9,"Citrus","Florida","DIAMOND RIDGE HEALTH AND REHABILITATION CENTER","NH","7/17/2020","0","0","1"
9,"Citrus","Florida","FLORIDA MENTOR","ICF","7/17/2020","0","0","4"
9,"Citrus","Florida","GRAND LIVING AT CITRUS HILLS","ALF","7/17/2020","0","0","1"
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","NH","7/17/2020","0","0","4"
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","NH","7/17/2020","0","0","1"
9,"Citrus","Florida","PLEASANT GROVE MANOR","ALF","7/17/2020","2","0","0"
9,"Citrus","Florida","SUGARMILL MANOR","ALF","7/16/2020","0","2","1"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","ALF","7/17/2020","0","1","0"
10,"Clay","Florida","BROOKDALE ORANGE PARK","ALF","7/17/2020","0","0","3"
10,"Clay","Florida","CANTERFIELD OF CLAY COUNTY","ALF","7/17/2020","0","0","1"
10,"Clay","Florida","CONSULATE HEALTH CARE OF ORANGE PARK","NH","7/17/2020","11","4","4"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","NH","7/17/2020","0","10","1"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","NH","7/17/2020","0","1","5"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","NH","7/17/2020","0","12","14"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","NH","7/17/2020","0","1","2"
10,"Clay","Florida","OAK VIEW REHABILITATION CENTER","NH","7/17/2020","0","0","3"
10,"Clay","Florida","PALAGIO SENIOR LIVING","ALF","7/16/2020","0","0","3"
10,"Clay","Florida","PruittHealth - Fleming Island","NH","7/17/2020","2","0","7"
10,"Clay","Florida","QUALITY CARE OF FLORIDA, INC","ALF","7/17/2020","0","0","1"
10,"Clay","Florida","SEAGRASS VILLAGE OF FLEMING ISLAND","ALF","7/17/2020","0","0","1"
10,"Clay","Florida","SIGNATURE HEALTHCARE OF ORANGE PARK","NH","7/17/2020","15","14","35"
10,"Clay","Florida","SPRING GARDENS OF FLEMING ISLAND LLC","ALF","7/16/2020","0","0","1"
10,"Clay","Florida","WRIGHT MANOR LLC","ALF","7/17/2020","0","0","2"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","ALF","7/17/2020","0","4","10"
11,"Collier","Florida","ARBOR GLEN AT ARBOR TRACE","ALF","7/17/2020","0","0","2"
11,"Collier","Florida","ARDEN COURTS OF LELY PALMS","ALF","7/17/2020","0","2","4"
11,"Collier","Florida","BARRINGTON TERRACE OF NAPLES","ALF","7/17/2020","0","0","1"
11,"Collier","Florida","BEACH HOUSE NAPLES ASSISTED LIVING & MEMORY CARE","ALF","7/17/2020","1","0","3"
11,"Collier","Florida","BENTLEY CARE CENTER","NH","7/17/2020","0","7","0"
11,"Collier","Florida","BENTLEY VILLAGE","ALF","7/17/2020","0","1","5"
11,"Collier","Florida","CARLISLE NAPLES","ALF","7/17/2020","0","1","8"
11,"Collier","Florida","CHATEAU AT MOORINGS PARK, THE","NH","7/17/2020","0","0","7"
11,"Collier","Florida","DISCOVERY VILLAGE AT NAPLES","ALF","7/16/2020","0","1","1"
11,"Collier","Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","NH","7/17/2020","0","0","3"
11,"Collier","Florida","HARBORCHASE OF NAPLES","ALF","7/17/2020","0","0","2"
11,"Collier","Florida","HARBORCHASE OF NAPLES","NH","7/17/2020","0","1","4"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","NH","7/17/2020","0","0","2"
11,"Collier","Florida","KEYSTONE PLACE AT NAPLES PRESERVE","ALF","7/17/2020","0","1","2"
11,"Collier","Florida","LAKESIDE PAVILION","NH","7/17/2020","13","5","11"
11,"Collier","Florida","MANORCARE AT LELY PALMS","ALF","7/17/2020","0","0","1"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","NH","7/17/2020","0","1","3"
11,"Collier","Florida","NAPLES GREEN VILLAGE","ALF","7/17/2020","0","15","4"
11,"Collier","Florida","ORCHID TERRACE","ALF","7/17/2020","0","0","2"
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","ALF","7/17/2020","0","0","1"
11,"Collier","Florida","PREMIER PLACE AT THE GLENVIEW","NH","7/17/2020","0","0","5"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","NH","7/17/2020","0","0","8"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","NH","7/17/2020","9","6","4"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","ALF","7/17/2020","0","4","3"
11,"Collier","Florida","TERRACINA GRAND","ALF","7/17/2020","1","0","4"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC","ALF","7/17/2020","0","0","2"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC.","NH","7/17/2020","0","0","9"
11,"Collier","Florida","THE COLLIER AT NAPLES","ALF","7/17/2020","0","0","3"
11,"Collier","Florida","THE INN AT ASTON GARDENS AT PELICAN MARSH","ALF","7/17/2020","7","1","7"
11,"Collier","Florida","THE OPALS AT NAPLES","ALF","7/16/2020","1","0","4"
11,"Collier","Florida","TUSCANY VILLA OF NAPLES","ALF","7/17/2020","0","0","1"
11,"Collier","Florida","VILLA AT TERRACINA GRAND","ALF","7/17/2020","0","0","5"
11,"Collier","Florida","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","ALF","7/17/2020","0","0","5"
12,"Columbia","Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","NH","7/17/2020","0","0","4"
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","ALF","7/17/2020","0","0","3"
12,"Columbia","Florida","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","ALF","7/17/2020","0","22","7"
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","NH","7/17/2020","3","2","5"
13,"Dade","Florida","A COMFORT LIVING INC","ALF","7/17/2020","1","0","0"
13,"Dade","Florida","ADAM F/F INC","ALF","7/17/2020","0","0","2"
13,"Dade","Florida","ADULT CARE OF MIAMI, INC","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","ADULT LEISURE LIVING INC","ALF","7/17/2020","1","0","0"
13,"Dade","Florida","AGING WORLD ALF, LLC","ALF","7/17/2020","0","6","2"
13,"Dade","Florida","AMIGOS HOME ALF CORP","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","AMIGOS OF WESTCHESTER ALF CORP","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","7/17/2020","0","3","2"
13,"Dade","Florida","ASSISTED LIVING MANAGEMENT GROUP II, /ASSISTED LIVING RETIREMENT","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","ALF","7/17/2020","0","1","0"
13,"Dade","Florida","ASSISTED LIVING RETIREMENT HOMES I","ALF","7/17/2020","0","3","3"
13,"Dade","Florida","AURORA 25 ALF CORP","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","AVENTURA REHAB AND NURSING CENTER","NH","7/17/2020","0","1","1"
13,"Dade","Florida","AVILES FOREVER CARE OF MIAMI INC","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","BLANCO HOME HEALTH CARE CORPORATION","ALF","7/17/2020","0","0","2"
13,"Dade","Florida","BLESSING ALF LLC","ALF","7/16/2020","0","0","1"
13,"Dade","Florida","BLUE POINT HOME CARE INC","ALF","7/17/2020","0","1","0"
13,"Dade","Florida","CENTRAL PALACE RESIDENTIAL","ALF","7/17/2020","0","0","4"
13,"Dade","Florida","CHARITY HOME ALF, INC","ALF","7/17/2020","0","0","1"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","7/17/2020","0","0","5"
13,"Dade","Florida","COLONIAL ASSISTED LIVING AT MIAMI","ALF","7/17/2020","2","1","8"
13,"Dade","Florida","CORAL GABLES NURSING AND REHABILITATION CENTER","NH","7/17/2020","8","2","9"
