"State","County","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
"Florida","Collier","DISCOVERY VILLAGE AT NAPLES","ALF","6/12/2020","0","0","2"
"Florida","Collier","HARBORCHASE OF NAPLES","NH","6/14/2020","0","0","1"
"Florida","Collier","HERITAGE HEALTHCARE AND REHABILITATION CENTER","NH","6/12/2020","15","30","3"
"Florida","Collier","KEYSTONE PLACE AT NAPLES PRESERVE","ALF","6/14/2020","0","1","1"
"Florida","Collier","LAKESIDE PAVILION","NH","6/14/2020","0","1","3"
"Florida","Collier","MANORCARE AT LELY PALMS","NH","6/14/2020","2","8","9"
"Florida","Collier","MANORCARE NURSING AND REHABILITATION CENTER","NH","6/14/2020","6","1","22"
"Florida","Collier","ORCHID TERRACE","ALF","6/14/2020","0","0","3"
"Florida","Collier","SOLARIS HEALTHCARE IMPERIAL","NH","6/14/2020","0","0","2"
"Florida","Collier","SOLARIS SENIOR LIVING NORTH NAPLES","NH","6/14/2020","0","0","3"
"Florida","Collier","TERRACINA GRAND","ALF","6/14/2020","1","1","3"
"Florida","Collier","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","ALF","6/14/2020","0","0","1"
"Florida","Columbia","CANOPY AT HARPER LAKE (THE)","ALF","6/14/2020","0","0","1"
"Florida","Columbia","PLANTATION ON SUMMERS LLC (THE)","ALF","6/12/2020","0","1","1"
"Florida","Columbia","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","ALF","6/14/2020","0","0","2"
"Florida","Columbia","SOLARIS HEALTHCARE LAKE CITY","NH","6/14/2020","1","0","1"
"Florida","Desoto","ARCADIA OAKS ASSISTED LIVING","ALF","6/14/2020","0","1","1"
"Florida","Desoto","DESOTO HEALTH AND REHAB","NH","6/12/2020","0","0","1"
"Florida","Dixie","CROSS CITY NURSING AND REHABILITATION CENTER","NH","6/14/2020","0","0","3"
"Florida","Duval","BARTRAM CROSSING","NH","6/14/2020","0","1","13"
"Florida","Duval","BARTRAM LAKES ASSISTED LIVING","ALF","6/14/2020","0","2","1"
"Florida","Duval","BROOKDALE SOUTHSIDE","ALF","6/14/2020","1","0","0"
"Florida","Duval","CAMELLIA AT DEERWOOD","ALF","6/12/2020","0","1","12"
"Florida","Duval","CATHEDRAL GERONTOLOGY CENTER, INC","NH","6/14/2020","0","1","0"
"Florida","Duval","DOLPHIN POINTE HEALTH CARE CENTER","NH","6/14/2020","48","19","0"
"Florida","Duval","FANNIE E. TAYLOR HOME FOR THE AGED-TAYLOR MANOR, INC.","ALF","6/14/2020","0","0","1"
"Florida","Duval","FIRST COAST HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Duval","FLEET LANDING","NH","6/14/2020","1","0","3"
"Florida","Duval","FLORIDA MENTOR","ICF","6/12/2020","3","1","9"
"Florida","Duval","GOLDEN RETREAT SHELTER CARE CENTER, INC.","ALF","6/14/2020","0","0","1"
"Florida","Duval","HARBORCHASE OF MANDARIN","ALF","6/12/2020","0","0","1"
"Florida","Duval","HARTS HARBOR HEALTH CARE CENTER","NH","6/12/2020","0","5","5"
"Florida","Duval","HEALTHCARE CENTER OF JACKSONVILLE","NH","6/14/2020","0","0","9"
"Florida","Duval","JACKSONVILLE NURSING AND REHAB CENTER","NH","6/12/2020","6","1","4"
"Florida","Duval","LANIER REHABILITATION CENTER","NH","6/14/2020","0","2","4"
"Florida","Duval","NOBLE GARDENS OF JACKSONVILLE, LLC","ALF","6/12/2020","0","1","0"
"Florida","Duval","RIVERWOOD CENTER","NH","6/14/2020","0","0","2"
"Florida","Duval","SAN JOSE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Duval","SIGNATURE HEALTHCARE OF JACKSONVILLE","NH","6/14/2020","30","35","25"
"Florida","Duval","ST CATHERINE LABOURE MANOR INC","NH","6/14/2020","1","0","0"
"Florida","Duval","UNIVERSITY CROSSING","NH","6/14/2020","0","1","6"
"Florida","Duval","WOODLAND GROVE HEALTH & REHABILITATION CENTER","NH","6/14/2020","1","0","2"
"Florida","Escambia","ASBURY PLACE","ALF","6/9/2020","0","0","1"
"Florida","Escambia","BAYSIDE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","14","0","1"
"Florida","Escambia","BROOKDALE PENSACOLA","ALF","6/14/2020","0","0","1"
"Florida","Escambia","CENTURY CENTER FOR REHABILITATION AND HEALING","NH","6/14/2020","0","0","1"
"Florida","Escambia","DE LUNA HEALTH AND REHABILITATION CENTER","NH","6/14/2020","6","0","0"
"Florida","Escambia","HAVEN OF OUR LADY OF PEACE","NH","6/14/2020","0","0","1"
"Florida","Escambia","HOMESTEAD VILLAGE RETIREMENT COMMUNITY","ALF","6/14/2020","0","1","0"
"Florida","Escambia","NEW HORIZONS OF NORTHWEST FLORIDA, INC.","ICF","6/9/2020","1","0","3"
"Florida","Escambia","OLIVE BRANCH HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","1","0"
"Florida","Escambia","PENSACOLA DEVELOPMENTAL CENTER","ICF","6/14/2020","0","0","4"
"Florida","Escambia","ROSEWOOD HEALTHCARE AND REHABILITATION CENTER","NH","6/14/2020","3","0","1"
"Florida","Escambia","SOUTHERN OAKS CARE CENTER","NH","6/14/2020","0","4","1"
"Florida","Escambia","SUMMER VISTA ASSISTED LIVING COMMUNITY","ALF","6/12/2020","0","1","0"
"Florida","Escambia","VERANDA OF PENSACOLA, INC","ALF","6/14/2020","0","0","1"
"Florida","Escambia","WILLOWBROOKE COURT AT AZALEA TRACE","NH","6/13/2020","7","1","5"
"Florida","Flagler","GRAND OAKS HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Gadsden","RIVERCHASE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","9","4","3"
"Florida","Hardee","HARDEE MANOR HEALTHCARE CENTER","NH","6/14/2020","0","3","3"
"Florida","Hardee","SANDIA","ALF","6/14/2020","0","1","0"
"Florida","Hendry","CLEWISTON NURSING & REHABILITATION","NH","6/14/2020","15","21","24"
"Florida","Hendry","OAKBROOK HEALTH AND REHABILITATION CENTER","NH","6/14/2020","3","0","0"
"Florida","Hernando","EVERGREEN WOODS","NH","6/14/2020","0","0","1"
"Florida","Hernando","RESIDENCE AT TIMBER PINES (THE)","ALF","6/14/2020","0","1","1"
"Florida","Hernando","SPRING HILL HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Hillsborough","ALDEA GREEN","ALF","6/14/2020","1","0","0"
"Florida","Hillsborough","ALLEGRO","ALF","6/12/2020","0","0","3"
"Florida","Hillsborough","ALLEGRO","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","ANGELS SENIOR LIVING AT NEW TAMPA, LLC","ALF","6/14/2020","0","8","0"
"Florida","Hillsborough","ANGELS SENIOR LIVING AT SOUTH TAMPA","ALF","6/14/2020","0","1","0"
"Florida","Hillsborough","BEST CARE SENIOR LIVING AT SAINT JOSEPH","ALF","6/11/2020","3","3","3"
"Florida","Hillsborough","BRANDON HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Hillsborough","BRIGHTON GARDENS OF TAMPA","ALF","6/14/2020","9","0","2"
"Florida","Hillsborough","BRIGHTON GARDENS OF TAMPA","NH","6/14/2020","1","0","0"
"Florida","Hillsborough","BRISTOL AT TAMPA REHABILITATION AND NURSING CENTER LLC, THE","NH","6/14/2020","0","57","38"
"Florida","Hillsborough","BROOKDALE BAYSHORE","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","CENTRAL TAMPA ASSISTED LIVING","ALF","6/12/2020","0","42","6"
"Florida","Hillsborough","COMMUNITY CONVALESCENT CENTER","NH","6/14/2020","6","86","24"
"Florida","Hillsborough","CONCORDIA VILLAGE OF TAMPA","NH","6/14/2020","0","0","2"
"Florida","Hillsborough","CONSULATE HEALTH CARE OF BRANDON","NH","6/14/2020","12","24","18"
"Florida","Hillsborough","COVENTRY ASSISTED LIVING","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","DISCOVERY VILLAGE AT TAMPA PALMS","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","EXCEL CARE CENTER","NH","6/14/2020","0","1","1"
"Florida","Hillsborough","FREEDOM PLAZA ASSISTED LIVING AND MEMORY CARE","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","GRACE MANOR AT HUNTERS CREEK LLC","ALF","6/14/2020","3","0","2"
"Florida","Hillsborough","HANNA OAKS CENTER for INDEPENDENT and ASSISTED LIVING","ALF","6/14/2020","0","15","5"
"Florida","Hillsborough","HAWTHORNE HEALTH AND REHAB OF BRANDON","NH","6/14/2020","6","6","1"
"Florida","Hillsborough","HILLSBOROUGH COUNTY DEVELOPMENTAL CENTER","ICF","6/12/2020","0","0","3"
"Florida","Hillsborough","INN ASTON AT GARDENS TAMPA BAY (THE)","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","INSPIRED LIVING AT TAMPA","ALF","6/14/2020","0","2","0"
"Florida","Hillsborough","LIFE CONCEPTS, INC","ICF","6/14/2020","0","0","3"
"Florida","Hillsborough","MEMORY LANE COTTAGE AT TAMPA PALMS, LLC","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","NORTHDALE REHABILITATION CENTER","NH","6/14/2020","0","0","2"
"Florida","Hillsborough","PALM GARDEN OF TAMPA","NH","6/14/2020","0","2","1"
"Florida","Hillsborough","PLAZA WEST HEALTH CENTER","NH","6/14/2020","0","0","2"
"Florida","Hillsborough","PROMISE POINTE AT TAMPA OAKS","ALF","6/14/2020","0","3","0"
"Florida","Hillsborough","ROCKY CREEK VILLAGE","ALF","6/14/2020","3","0","1"
"Florida","Hillsborough","SOLARIS HEALTHCARE PLANT CITY","NH","6/14/2020","1","1","1"
"Florida","Hillsborough","SUN CITY SENIOR LIVING","ALF","6/14/2020","1","0","0"
"Florida","Hillsborough","SUN TERRACE HEALTH CARE CENTER","NH","6/12/2020","0","2","1"
"Florida","Hillsborough","SUN TOWERS RETIREMENT COMMUNITY","ALF","6/14/2020","0","0","1"
"Florida","Hillsborough","TAMPA LAKES HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Hillsborough","THE COLONNADE AT NORTHDALE","ALF","6/12/2020","0","10","2"
"Florida","Hillsborough","THE INN AT UNIVERSITY VILLAGE","ALF","6/14/2020","45","0","0"
"Florida","Hillsborough","WHISPERING OAKS","NH","6/14/2020","0","4","7"
"Florida","Hillsborough","WOODBRIDGE CARE CENTER","NH","6/14/2020","0","0","2"
"Florida","Indian River","CONSULATE HEALTH CARE OF VERO BEACH","NH","6/14/2020","0","0","1"
"Florida","Indian River","GRACE REHABILITATION CENTER OF VERO BEACH","NH","6/14/2020","0","1","0"
"Florida","Indian River","GREEN GABLES ASSISTED LIVING","ALF","6/11/2020","0","1","1"
"Florida","Indian River","HARBORCHASE OF VERO BEACH","ALF","6/14/2020","3","6","2"
"Florida","Indian River","ISLES OF VERO BEACH","ALF","6/14/2020","1","0","0"
"Florida","Indian River","OAKBRIDGE TERRACE ASSISTED LIVING AT INDIAN RIVER ESTATES","ALF","6/14/2020","0","4","2"
"Florida","Indian River","RENAISSANCE SENIOR LIVING","ALF","6/14/2020","0","0","1"
"Florida","Indian River","ROSEWOOD MANOR OF VERO BEACH, LLC","ALF","6/14/2020","3","0","1"
"Florida","Indian River","SOLARIS SENIOR LIVING VERO BEACH","ALF","6/14/2020","0","0","2"
"Florida","Indian River","SONATA VERO BEACH","ALF","6/14/2020","0","0","4"
"Florida","Indian River","WILLOWBROOKE COURT AT INDIAN RIVER ESTATES","NH","6/14/2020","4","0","3"
"Florida","Jackson","SIGNATURE HEALTHCARE AT THE COURTYARD","NH","6/14/2020","0","0","2"
"Florida","Jackson","SUNLAND CENTER MARIANNA-FAC I","ICF","6/14/2020","3","0","1"
"Florida","Jackson","SUNLAND CENTER MARIANNA-FACILITY II","ICF","6/14/2020","1","0","1"
"Florida","Jackson","SUNLAND CENTER MARIANNA-FACILITY III","ICF","6/14/2020","13","0","0"
"Florida","Jackson","SUNLAND MARIANNA FACILITY V","ICF","6/11/2020","0","0","2"
"Florida","Lake","AdVENTHEALTH CARE CENTER WATERMAN","NH","6/14/2020","0","0","1"
"Florida","Lake","AVANTE AT MT DORA, INC.","NH","6/14/2020","0","0","1"
"Florida","Lake","BAYVIEW CENTER","NH","6/14/2020","0","1","0"
"Florida","Lake","NEULIFE NEUROLOGICAL SERVICES, LLC","ALF","6/14/2020","0","0","2"
"Florida","Lake","THE COVE AT TAVARES VILLAGE","ALF","6/14/2020","0","1","0"
"Florida","Lake","VISTA LAKE","ALF","6/12/2020","1","1","0"
"Florida","Lee","AMAVIDA SENIOR LIVING","ALF","6/13/2020","0","0","3"
"Florida","Lee","AMERICAN HOUSE BONITA SPRINGS","ALF","6/14/2020","0","0","1"
"Florida","Lee","AMERICAN HOUSE FORT MYERS","ALF","6/13/2020","0","0","5"
"Florida","Lee","ARBOR AT SHELL POINT (THE)","ALF","6/12/2020","0","1","0"
"Florida","Lee","ARDEN COURTS OF FT MYERS","ALF","6/14/2020","1","1","0"
"Florida","Lee","ATRIUM AT LIBERTY PARK","ALF","6/14/2020","0","0","1"
"Florida","Lee","BARKLEY PLACE","ALF","6/14/2020","0","1","0"
"Florida","Lee","BROOKDALE BONITA SPRINGS","ALF","6/13/2020","0","1","0"
"Florida","Lee","BROOKDALE FORT MYERS THE COLONY","ALF","6/14/2020","0","11","0"
"Florida","Lee","CALUSA HARBOUR","NH","6/14/2020","2","0","2"
"Florida","Lee","CAPE WEST LLC","ALF","6/12/2020","0","5","1"
"Florida","Lee","CONSULATE HEALTH CARE OF NORTH FORT MYERS","NH","6/14/2020","0","0","5"
"Florida","Lee","CORAL TRACE HEALTH CARE","NH","6/14/2020","0","0","1"
"Florida","Lee","CYPRESS COVE AT HEALTHPARK FLORIDA","ALF","6/14/2020","0","0","3"
"Florida","Lee","CYPRESS POINT","ALF","6/14/2020","0","6","1"
"Florida","Lee","DISCOVERY VILLAGE AT THE FORUM","ALF","6/14/2020","0","1","3"
"Florida","Lee","EVANS HEALTH CARE","NH","6/14/2020","2","2","3"
"Florida","Lee","FORT MYERS REHABILITATION AND NURSING CENTER","NH","6/10/2020","15","12","3"
"Florida","Lee","GLADWELL FORT MYERS","ALF","6/14/2020","0","6","0"
"Florida","Lee","GULF COAST VILLAGE","NH","6/14/2020","0","0","1"
"Florida","Lee","HEALTHPARK CARE CENTER","NH","6/14/2020","0","16","14"
"Florida","Lee","HEARTLAND HEALTH CARE CENTER-FT MYERS","NH","6/14/2020","20","8","18"
"Florida","Lee","HERITAGE PARK REHABILITATION AND HEALTHCARE","NH","6/14/2020","0","4","5"
"Florida","Lee","LEHIGH ACRES HEALTH AND REHABILITATION CENTER","NH","6/14/2020","8","6","9"
"Florida","Lee","LIFE CARE CENTER OF ESTERO","NH","6/12/2020","0","6","0"
"Florida","Lee","LODGE AT CYPRESS COVE, THE","NH","6/14/2020","0","1","4"
"Florida","Lee","MANORCARE HEALTH SERVICES","NH","6/14/2020","1","10","9"
"Florida","Lee","PACIFICA SENIOR LIVING FORT MYERS","ALF","6/12/2020","3","8","3"
"Florida","Lee","PAGE REHABILITATION AND HEALTHCARE CENTER","NH","6/14/2020","41","37","52"
"Florida","Lee","PALMS OF FORT MYERS","ALF","6/12/2020","0","1","0"
"Florida","Lee","PALMVIEW AT GULF COAST VILLAGE","ALF","6/14/2020","0","0","2"
"Florida","Lee","PONDELLA RESIDENTIAL CARE LLC","ALF","6/14/2020","0","0","2"
"Florida","Lee","REHAB & HEALTHCARE CENTER OF CAPE CORAL","NH","6/14/2020","0","2","6"
"Florida","Lee","RENAISSANCE AT THE TERRACES","ALF","6/14/2020","0","0","1"
"Florida","Lee","SHELL POINT NURSING PAVILION","NH","6/14/2020","0","0","1"
"Florida","Lee","SIGNATURE HEALTHCARE AT COLLEGE PARK","NH","6/14/2020","0","0","5"
"Florida","Lee","SPRINGWOOD COURT","ALF","6/14/2020","0","4","0"
"Florida","Lee","SUNRISE COMMUNITY, INC.","ICF","6/14/2020","1","1","1"
"Florida","Lee","THE ROSE GARDEN OF FT MYERS","ALF","6/14/2020","2","0","0"
"Florida","Lee","THRIVE AT BEACHWALK","ALF","6/14/2020","0","2","2"
"Florida","Lee","WINDSOR AT CAPE CORAL (THE)","ALF","6/14/2020","0","3","0"
"Florida","Lee","WINKLER COURT","NH","6/14/2020","0","2","2"
"Florida","Leon","ALLEGRO","ALF","6/12/2020","0","0","2"
"Florida","Leon","CANTERFIELD OF TALLAHASSEE, LLC","ALF","6/14/2020","0","0","1"
"Florida","Leon","ELMCROFT OF TALLAHASSEE","ALF","6/14/2020","0","0","2"
"Florida","Leon","HERITAGE HEALTHCARE CENTER AT TALLAHASSEE","NH","6/14/2020","0","0","1"
"Florida","Leon","MIRACLE HILL NURSING AND REHABILITATION CENTER, INC","NH","6/10/2020","0","0","2"
"Florida","Leon","PRUITTHEALTH - SOUTHWOOD","NH","6/14/2020","4","0","0"
