"DEPCODE","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
5,"Brevard","Florida","SOUTHERN LIVING OF TITUSVILLE","ALF","7/7/2020","0","0","1"
5,"Brevard","Florida","TITUSVILLE REHABILITATION AND NURSING CENTER","NH","7/7/2020","0","0","1"
5,"Brevard","Florida","VICTORIA LANDING ALF","ALF","7/7/2020","1","0","0"
5,"Brevard","Florida","VIERA DEL MAR HEALTH AND REHABILITATION CENTER","NH","7/7/2020","8","0","2"
5,"Brevard","Florida","VIERA HEALTH AND REHABILITATION CENTER","NH","7/7/2020","1","2","18"
5,"Brevard","Florida","WASHINGTON SQUARE","ICF","7/7/2020","0","0","2"
5,"Brevard","Florida","WEST MELBOURNE HEALTH & REHABILITATION CENTER","NH","7/7/2020","1","0","5"
6,"Broward","Florida","ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING HOME","NH","7/7/2020","0","37","7"
6,"Broward","Florida","ANN STORCK CENTER, INC.","ICF","7/7/2020","2","0","7"
6,"Broward","Florida","ANN STORCK CENTER, INC.","ICF","7/7/2020","0","0","1"
6,"Broward","Florida","ARTIS SENIOR LIVING OF DAVIE LLC","ALF","7/7/2020","2","2","1"
6,"Broward","Florida","ATRIA TAMARAC","ALF","7/7/2020","1","0","1"
6,"Broward","Florida","ATRIA WILLOW WOOD","ALF","7/7/2020","0","11","0"
6,"Broward","Florida","AVALON PARK RETIREMENT RESIDENCE, INC.","ALF","7/7/2020","0","2","0"
6,"Broward","Florida","BARC HOUSING INC.","ICF","7/7/2020","0","0","1"
6,"Broward","Florida","BELMONT VILLAGE FT LAUDERDALE","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","BROOKDALE DEER CREEK","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","BROWARD NURSING & REHABILITATION CENTER","NH","7/7/2020","0","3","2"
6,"Broward","Florida","BUCKINGHAM PLACE, LLC","ALF","7/7/2020","0","3","1"
6,"Broward","Florida","CHILDREN'S COMPREHENSIVE CARE CENTER, INC.","NH","7/7/2020","0","0","1"
6,"Broward","Florida","COURT AT PALM AIRE, THE","NH","7/7/2020","0","6","0"
6,"Broward","Florida","COVENANT LIVING OF FLORIDA","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","COVENANT VILLAGE CARE CENTER","NH","7/7/2020","0","2","11"
6,"Broward","Florida","CROSS POINTE CARE CENTER","NH","7/7/2020","1","0","0"
6,"Broward","Florida","DEERFIELD BEACH HEALTH AND REHABILITATION CENTER","NH","7/7/2020","0","6","0"
6,"Broward","Florida","EMBASSY RETIREMENT HOME OF MARGATE","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","EMERALD PARK OF HOLLYWOOD","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF HOLLYWOOD","ALF","7/7/2020","0","0","4"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF PLANTATION","ALF","7/7/2020","0","1","1"
6,"Broward","Florida","FLAMINGO ALF","ALF","7/7/2020","0","1","0"
6,"Broward","Florida","FORUM AT DEER CREEK","NH","7/7/2020","0","3","4"
6,"Broward","Florida","FT LAUDERDALE HEALTH AND REHABILITATION CENTER","NH","7/7/2020","6","2","5"
6,"Broward","Florida","GOLDEN SWAN ASSISTED LIVING, INC.","ALF","7/7/2020","0","1","0"
6,"Broward","Florida","GOLFCREST HEALTHCARE CENTER","NH","7/7/2020","0","0","1"
6,"Broward","Florida","GOOD HOPE MANOR","ALF","7/7/2020","0","6","0"
6,"Broward","Florida","GRAND VILLA OF DEERFIELD BEACH","ALF","7/7/2020","2","0","3"
6,"Broward","Florida","HARBORCHASE OF TAMARAC","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","NH","7/7/2020","5","20","13"
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","NH","7/7/2020","0","0","2"
6,"Broward","Florida","KELLY'S ASSISTED LIVING FACILITY","ALF","7/7/2020","1","0","1"
6,"Broward","Florida","LAMERCIE HOME INC","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","NH","7/7/2020","0","3","6"
6,"Broward","Florida","LINCOLN MANOR","ALF","7/7/2020","0","0","2"
6,"Broward","Florida","MAGGYS HOME CARE III INC","ALF","7/7/2020","3","1","0"
6,"Broward","Florida","MAJESTIC MEMORY CARE CENTER","ALF","7/7/2020","0","0","3"
6,"Broward","Florida","MANOR OAKS NURSING & REHABILITATION CENTER","NH","7/7/2020","0","0","1"
6,"Broward","Florida","MANOR PINES CONVALESCENT CENTER","NH","7/7/2020","1","0","1"
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","NH","7/7/2020","7","10","5"
6,"Broward","Florida","MEMORIAL MANOR","NH","7/7/2020","0","2","6"
6,"Broward","Florida","MICASA SENIOR LIVING","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","NEW HORIZON OF TAMARAC","ALF","7/7/2020","0","1","0"
6,"Broward","Florida","NORTH LAKE RETIREMENT HOME INC","ALF","7/7/2020","12","0","11"
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","NH","7/7/2020","87","12","2"
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","NH","7/7/2020","22","9","4"
6,"Broward","Florida","NSPIRE HEALTHCARE TAMARAC","NH","7/7/2020","0","0","7"
6,"Broward","Florida","OAKMONTE VILLAGE OF DAVIE","ALF","7/7/2020","0","0","5"
6,"Broward","Florida","PACIFICA SENIOR LIVING FOREST TRACE","ALF","7/7/2020","0","1","1"
6,"Broward","Florida","PACIFICA SENIOR LIVING SUNRISE","ALF","7/6/2020","0","1","2"
6,"Broward","Florida","PALMS CARE CENTER","NH","7/7/2020","7","29","14"
6,"Broward","Florida","PARADISE VILLA RETIREMENT AT SHERIDAN #V","ALF","7/7/2020","1","0","0"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","NH","7/7/2020","0","4","4"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","ALF","7/7/2020","0","1","1"
6,"Broward","Florida","PENINSULA (THE)","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","NH","7/7/2020","0","1","3"
6,"Broward","Florida","PLAZA OF HALLANDALE BEACH","ALF","7/7/2020","0","0","2"
6,"Broward","Florida","PRESIDENTIAL PLACE","ALF","7/7/2020","0","7","6"
6,"Broward","Florida","REGENTS PARK OF SUNRISE","NH","7/7/2020","0","2","2"
6,"Broward","Florida","ROYAL PALM SENIOR RESIDENCE","ALF","7/7/2020","0","0","2"
6,"Broward","Florida","SAEJCA'S CASTLE LLC","ALF","7/7/2020","0","5","0"
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","NH","7/7/2020","1","2","2"
6,"Broward","Florida","SONATA COCONUT CREEK","ALF","7/7/2020","2","0","0"
6,"Broward","Florida","SPRINGTREE REHABILITATION & HEALTH CARE CENTER","NH","7/7/2020","0","0","1"
6,"Broward","Florida","ST JOSEPH RESIDENCE, INC.","ALF","7/7/2020","0","1","3"
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","NH","7/7/2020","6","2","7"
6,"Broward","Florida","SUNRISE HEALTH AND REHABILITATION CENTER","NH","7/7/2020","3","0","0"
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","NH","7/7/2020","0","2","13"
6,"Broward","Florida","THE BRIDGE AT INVERRARY","ALF","7/6/2020","0","0","1"
6,"Broward","Florida","THE COLONY CLUB ALF","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","THE COURT AT PALM AIRE","ALF","7/7/2020","0","2","1"
6,"Broward","Florida","THE INN AT ASTON GARDENS","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","THE MERIDIAN AT WATERWAYS","ALF","7/7/2020","0","0","2"
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","ALF","7/7/2020","0","1","3"
6,"Broward","Florida","THE SHERIDAN AT COOPER CITY","ALF","7/7/2020","0","1","0"
6,"Broward","Florida","TREEMONT ON THE PARK","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","VILLA RIO VISTA","ALF","7/7/2020","0","1","0"
6,"Broward","Florida","VIZCAYA BY THE SEA","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","NH","7/7/2020","0","0","10"
6,"Broward","Florida","WESTCHESTER OF SUNRISE","ALF","7/7/2020","1","0","0"
6,"Broward","Florida","WILLIAMSBURG LANDING","ALF","7/7/2020","0","0","1"
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","NH","7/7/2020","7","0","8"
6,"Broward","Florida","YOURLIFE OF COCONUT CREEK","ALF","7/7/2020","2","0","2"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","NH","7/7/2020","8","9","13"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","NH","7/7/2020","0","1","2"
8,"Charlotte","Florida","BROOKDALE ROTONDA","ALF","7/7/2020","0","0","2"
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","NH","7/7/2020","0","0","1"
8,"Charlotte","Florida","ENGLEWOOD HEALTHCARE AND REHABILITATION CENTER","NH","7/7/2020","0","1","0"
8,"Charlotte","Florida","HARBOUR HEALTH ASSISTED LIVING","ALF","7/7/2020","0","16","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","NH","7/7/2020","0","7","0"
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","ALF","7/7/2020","0","0","2"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","NH","7/7/2020","0","3","0"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","NH","7/7/2020","39","3","0"
8,"Charlotte","Florida","ROYAL PALM RETIREMENT CENTRE","ALF","7/7/2020","0","0","1"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","NH","7/7/2020","15","4","11"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","NH","7/7/2020","11","3","8"
8,"Charlotte","Florida","VICK STREET MANOR","ALF","7/7/2020","3","3","8"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","NH","7/7/2020","0","1","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","ALF","7/7/2020","1","1","0"
9,"Citrus","Florida","AVANTE AT INVERNESS INC","NH","7/7/2020","0","0","1"
9,"Citrus","Florida","BROOKDALE CITRUS","ALF","7/7/2020","0","0","1"
9,"Citrus","Florida","CITRUS HEALTH AND REHABILITATION CENTER","NH","7/7/2020","0","1","4"
9,"Citrus","Florida","CRYSTAL RIVER HEALTH AND REHABILITATION CENTER","NH","7/7/2020","0","0","1"
9,"Citrus","Florida","FLORIDA MENTOR","ICF","7/7/2020","0","0","3"
9,"Citrus","Florida","GRAND LIVING AT CITRUS HILLS","ALF","7/7/2020","0","0","1"
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","NH","7/7/2020","0","0","2"
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","NH","7/7/2020","0","5","1"
9,"Citrus","Florida","NEW HORIZON SENIOR CITIZEN HOME","ALF","7/7/2020","1","0","0"
9,"Citrus","Florida","SUGARMILL MANOR","ALF","7/7/2020","0","2","2"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","ALF","7/7/2020","0","1","0"
10,"Clay","Florida","ALLEGRO","ALF","7/7/2020","0","0","1"
10,"Clay","Florida","CONSULATE HEALTH CARE OF ORANGE PARK","NH","7/7/2020","2","1","2"
10,"Clay","Florida","DIAMOND ALF, LLC","ALF","7/7/2020","1","0","0"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","NH","7/7/2020","0","11","1"
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","NH","7/7/2020","0","0","1"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","NH","7/7/2020","1","1","1"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","NH","7/7/2020","0","3","3"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","NH","7/7/2020","0","3","4"
10,"Clay","Florida","PruittHealth - Fleming Island","NH","7/7/2020","0","0","2"
10,"Clay","Florida","SEAGRASS VILLAGE OF FLEMING ISLAND","ALF","7/7/2020","0","0","1"
10,"Clay","Florida","SIGNATURE HEALTHCARE OF ORANGE PARK","NH","7/7/2020","0","0","11"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","ALF","7/7/2020","0","4","10"
11,"Collier","Florida","ARBOR GLEN AT ARBOR TRACE","ALF","7/7/2020","0","0","2"
11,"Collier","Florida","BARRINGTON TERRACE OF NAPLES","ALF","7/7/2020","0","0","4"
11,"Collier","Florida","BENTLEY CARE CENTER","NH","7/7/2020","0","7","2"
11,"Collier","Florida","BENTLEY VILLAGE","ALF","7/7/2020","0","1","5"
11,"Collier","Florida","BROOKDALE NORTH NAPLES","ALF","7/7/2020","0","0","1"
11,"Collier","Florida","CARLISLE NAPLES","ALF","7/7/2020","0","1","5"
11,"Collier","Florida","CHATEAU AT MOORINGS PARK, THE","NH","7/7/2020","0","0","7"
11,"Collier","Florida","DISCOVERY VILLAGE AT NAPLES","ALF","7/7/2020","0","0","1"
11,"Collier","Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","NH","7/7/2020","0","0","2"
11,"Collier","Florida","HARBORCHASE OF NAPLES","ALF","7/7/2020","0","0","2"
11,"Collier","Florida","HARBORCHASE OF NAPLES","NH","7/7/2020","0","0","4"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","NH","7/7/2020","0","0","2"
11,"Collier","Florida","KEYSTONE PLACE AT NAPLES PRESERVE","ALF","7/7/2020","0","1","3"
11,"Collier","Florida","LAKESIDE PAVILION","NH","7/7/2020","0","2","6"
11,"Collier","Florida","MANORCARE AT LELY PALMS","NH","7/7/2020","0","9","15"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","NH","7/7/2020","0","1","2"
11,"Collier","Florida","MOORINGS PARK OAKSTONE AT GREY OAKS","ALF","7/7/2020","0","0","2"
11,"Collier","Florida","NAPLES GREEN VILLAGE","ALF","7/7/2020","0","23","13"
11,"Collier","Florida","ORCHID TERRACE","ALF","7/7/2020","0","0","4"
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","ALF","7/7/2020","0","0","1"
11,"Collier","Florida","PREMIER PLACE AT THE GLENVIEW","NH","7/7/2020","0","0","2"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","NH","7/7/2020","0","0","5"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","NH","7/7/2020","0","1","3"
11,"Collier","Florida","TERRACINA GRAND","ALF","7/7/2020","1","1","3"
11,"Collier","Florida","THE INN AT ASTON GARDENS AT PELICAN MARSH","ALF","7/7/2020","0","0","2"
11,"Collier","Florida","VILLA AT TERRACINA GRAND","ALF","7/7/2020","0","0","3"
11,"Collier","Florida","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","ALF","7/7/2020","0","0","3"
12,"Columbia","Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","NH","7/7/2020","0","0","3"
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","ALF","7/7/2020","0","0","2"
12,"Columbia","Florida","Rehabilitation Center of Lake City, The","NH","7/7/2020","0","0","3"
12,"Columbia","Florida","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","ALF","7/7/2020","18","0","4"
13,"Dade","Florida","A COMFORT LIVING INC","ALF","7/7/2020","1","5","0"
13,"Dade","Florida","AGING WORLD ALF, LLC","ALF","7/7/2020","0","6","5"
13,"Dade","Florida","AMIGOS OF WESTCHESTER ALF CORP","ALF","7/7/2020","1","0","1"
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","7/7/2020","0","3","2"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","ALF","7/6/2020","0","1","0"
13,"Dade","Florida","ASSISTED LIVING RETIREMENT HOMES I","ALF","7/7/2020","0","1","1"
13,"Dade","Florida","AVENTURA REHAB AND NURSING CENTER","NH","7/7/2020","0","1","1"
13,"Dade","Florida","BLESSING ALF LLC","ALF","7/5/2020","0","5","0"
13,"Dade","Florida","BLUE POINT HOME CARE INC","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","CENTRAL PALACE RESIDENTIAL","ALF","7/6/2020","0","0","1"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","7/7/2020","0","11","5"
13,"Dade","Florida","CORAL GABLES NURSING AND REHABILITATION CENTER","NH","7/7/2020","6","2","7"
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","NH","7/7/2020","18","13","18"
13,"Dade","Florida","CORAL TERRACE ALF INC","ALF","7/6/2020","0","0","1"
13,"Dade","Florida","CROSS GARDENS CARE CENTER","NH","7/7/2020","17","8","1"
13,"Dade","Florida","CUTLER BAY VILLAGE ALF","ALF","7/7/2020","0","0","1"
13,"Dade","Florida","DULCE HOGAR","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","DURAN HOME CARE CORP.","ALF","7/7/2020","0","0","1"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE INC","NH","7/7/2020","1","0","3"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE, INC","ALF","7/7/2020","0","0","3"
13,"Dade","Florida","EDAD DE ORO SENIOR CARE INC","ALF","7/7/2020","0","0","1"
13,"Dade","Florida","EPWORTH VILLAGE RETIREMENT COMMUNITY","ALF","7/7/2020","0","0","4"
13,"Dade","Florida","FAIR HAVENS CENTER","NH","7/7/2020","0","11","11"
13,"Dade","Florida","FLAMINGO CARE LLC","ALF","7/7/2020","0","0","2"
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","NH","7/7/2020","0","7","0"
13,"Dade","Florida","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","NH","7/7/2020","4","1","14"
13,"Dade","Florida","FRANCO NURSING & REHABILITATION CENTER","NH","7/7/2020","0","13","6"
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","NH","7/7/2020","0","6","7"
13,"Dade","Florida","GOOD LIFE ALF, INC","ALF","7/7/2020","1","0","0"
13,"Dade","Florida","GREEN STREET ALF, CORP","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","HAMPTON COURT NURSING AND REHABILITATION CENTER","NH","7/7/2020","1","2","4"
13,"Dade","Florida","HARMONY HEALTH CENTER","NH","7/7/2020","1","0","4"
13,"Dade","Florida","HAZEL CYPEN TOWER","ALF","7/7/2020","0","3","2"
13,"Dade","Florida","HIALEAH ALF INC","ALF","7/7/2020","0","1","2"
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","NH","7/7/2020","14","53","63"
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","NH","7/7/2020","0","0","2"
13,"Dade","Florida","IMPERIAL CLUB","ALF","7/7/2020","0","0","1"
13,"Dade","Florida","ISA ADULT CARE","ALF","7/7/2020","3","0","1"
13,"Dade","Florida","JACKSON MEMORIAL LONG TERM CARE CENTER","NH","7/7/2020","0","0","7"
13,"Dade","Florida","JACKSON MEMORIAL PERDUE MEDICAL CENTER","NH","7/7/2020","0","0","4"
13,"Dade","Florida","JACKSON PLAZA NURSING AND REHABILITATION CENTER","NH","7/7/2020","22","20","7"
13,"Dade","Florida","JC LOVING HOME, INC","ALF","7/7/2020","3","0","1"
13,"Dade","Florida","JUAN PABLO II ALF CORP","ALF","7/7/2020","2","3","3"
13,"Dade","Florida","KENDALL LAKES HEALTH AND REHABILITATION CENTER","NH","7/7/2020","0","1","8"
13,"Dade","Florida","KRYSTAL BAY NURSING AND REHABILITATION","NH","7/7/2020","1","0","16"
13,"Dade","Florida","LA CASITA NUESTRA HOME II","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","LEE'S PROGRESSIVE HOME CARE","ALF","7/7/2020","1","0","0"
13,"Dade","Florida","LIVEWELL AT GRAND COURT LAKES","ALF","7/7/2020","3","9","10"
13,"Dade","Florida","LIVING WELL ALF #1","ALF","7/7/2020","0","0","2"
13,"Dade","Florida","LIVING WELL ALF #2","ALF","7/7/2020","0","0","2"
13,"Dade","Florida","LOG CABIN ENTERPRISES, INC.","ICF","7/7/2020","0","21","26"
13,"Dade","Florida","MACTOWN, INC","ICF","7/6/2020","8","0","3"
13,"Dade","Florida","MAUD'S PLACE","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","MERRY ONE ALF","ALF","7/7/2020","3","0","1"
13,"Dade","Florida","MI CASA DORADA ASSISTED LIVING FACILITY CORP","ALF","7/7/2020","1","1","0"
13,"Dade","Florida","MIAMI ASTURIAS HOME INC","ALF","7/7/2020","0","6","1"
13,"Dade","Florida","MIAMI CARE CENTER INC","NH","7/7/2020","22","2","1"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","7/7/2020","4","4","4"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","7/7/2020","0","0","1"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","7/7/2020","0","0","5"
13,"Dade","Florida","MIAMI JEWISH HEALTH SYSTEMS, INC.","NH","7/7/2020","1","0","3"
13,"Dade","Florida","MIAMI SHORES NURSING AND REHAB CENTER","NH","7/7/2020","0","2","2"
13,"Dade","Florida","MIAMI-DADE COUNTY","ALF","7/7/2020","0","0","2"
13,"Dade","Florida","MILLY'S FAMILY HOME LLC.","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","MOON RIVER ALF LLC","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","NEW ERA COMMUNITY HEALTH CENTER LLC","ALF","7/7/2020","0","1","0"
13,"Dade","Florida","NEW MILLENNIUM ADULT CARE III","ALF","7/7/2020","0","0","1"
13,"Dade","Florida","NOELITO ALF CORP","ALF","7/7/2020","3","3","0"
