"DEPCODE","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
4,"Bradford","Florida","PARKSIDE ASSISTED LIVING","ALF","10/10/2020",0,0,1
4,"Bradford","Florida","WINDSOR HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,2,1
5,"Brevard","Florida","ATLANTIC SHORES NURSING AND REHAB CENTER","NH","10/10/2020",0,0,1
5,"Brevard","Florida","AVANTE AT MELBOURNE INC","NH","10/10/2020",19,1,2
5,"Brevard","Florida","ANCHOR CARE AND REHABILITATION CENTER","NH","10/9/2020",0,0,3
5,"Brevard","Florida","CEDAR CREEK","ALF","10/9/2020",0,1,0
5,"Brevard","Florida","CONSULATE HEALTH CARE OF MELBOURNE","NH","10/10/2020",0,0,1
5,"Brevard","Florida","BROOKDALE MELBOURNE","ALF","10/8/2020",0,8,0
5,"Brevard","Florida","CARRIAGE HOUSE ALF","ALF","10/10/2020",0,5,5
5,"Brevard","Florida","INDIAN RIVER CENTER","NH","10/10/2020",0,0,1
5,"Brevard","Florida","ISLAND HEALTH AND REHABILITATION CENTER","NH","10/9/2020",0,0,1
5,"Brevard","Florida","LIFE CARE CENTER OF MELBOURNE","NH","10/9/2020",0,9,1
5,"Brevard","Florida","HUNTINGTON PLACE","NH","10/10/2020",3,1,1
5,"Brevard","Florida","PALMS REHABILITATION AND HEALTHCARE CENTER, THE","NH","10/10/2020",0,9,0
5,"Brevard","Florida","SOLARIS HEALTHCARE MERRITT ISLAND","NH","10/10/2020",0,0,1
5,"Brevard","Florida","SONATA VIERA","ALF","10/5/2020",0,2,0
5,"Brevard","Florida","TITUSVILLE REHABILITATION AND NURSING CENTER","NH","10/10/2020",0,0,2
5,"Brevard","Florida","TITUSVILLE TOWERS ALF","ALF","10/10/2020",0,1,0
5,"Brevard","Florida","VICTORIA LANDING ALF","ALF","10/10/2020",0,1,0
5,"Brevard","Florida","WEST MELBOURNE HEALTH & REHABILITATION CENTER","NH","10/8/2020",0,0,1
5,"Brevard","Florida","FOUNTAINS OF MELBOURNE","ALF","10/9/2020",0,0,10
5,"Brevard","Florida","MELBOURNE TERRACE REHABILITATION CENTER","NH","10/10/2020",0,0,1
6,"Broward","Florida","ACTIVE SENIOR LIVING RESIDENCE","ALF","10/10/2020",10,14,4
6,"Broward","Florida","ANN STORCK CENTER, INC.","ICF","10/10/2020",0,0,3
6,"Broward","Florida","ATRIA TAMARAC","ALF","10/10/2020",1,0,0
6,"Broward","Florida","AZALEA OPCO LLC","ALF","10/9/2020",0,2,0
6,"Broward","Florida","BINDA ASSISTED LIVING LLC","ALF","10/10/2020",0,0,1
6,"Broward","Florida","BROOKDALE DEER CREEK","ALF","10/10/2020",0,1,0
6,"Broward","Florida","BROWARD HOUSE, INC.","ALF","9/8/2020",1,0,3
6,"Broward","Florida","BROWARD NURSING & REHABILITATION CENTER","NH","10/10/2020",0,15,2
6,"Broward","Florida","BUCKINGHAM PLACE, LLC","ALF","10/9/2020",0,3,0
6,"Broward","Florida","CHILDREN'S COMPREHENSIVE CARE CENTER, INC.","NH","10/10/2020",0,0,10
6,"Broward","Florida","COLONIAL ASSISTED LIVING AT FORT LAUDERDALE","ALF","10/10/2020",0,0,1
6,"Broward","Florida","COVENANT VILLAGE CARE CENTER","NH","10/9/2020",0,0,1
6,"Broward","Florida","ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING HOME","NH","10/10/2020",0,37,2
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF PLANTATION","ALF","10/10/2020",0,1,12
6,"Broward","Florida","FLAMINGO ALF","ALF","10/10/2020",0,1,0
6,"Broward","Florida","FORUM AT DEER CREEK","NH","10/10/2020",8,4,2
6,"Broward","Florida","BARNETT LAKEVIEW ALF INC","ALF","9/22/2020",0,1,0
6,"Broward","Florida","GOLDEN AGE SENIORS OF SUNRISE, INC.","ALF","10/9/2020",0,0,1
6,"Broward","Florida","GRAND COURT ALF LLC","ALF","10/10/2020",0,10,0
6,"Broward","Florida","HAMPTON COURT ASSISTED LIVING","ALF","10/10/2020",0,0,1
6,"Broward","Florida","HARBORCHASE OF CORAL SPRINGS","ALF","9/30/2020",0,0,1
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","NH","10/10/2020",0,10,0
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","NH","10/10/2020",0,0,1
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","NH","10/10/2020",0,11,33
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,9,0
6,"Broward","Florida","EMERALD PARK OF HOLLYWOOD","ALF","10/10/2020",0,0,1
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","NH","10/10/2020",4,0,0
6,"Broward","Florida","PACIFICA SENIOR LIVING FOREST TRACE","ALF","9/29/2020",0,6,0
6,"Broward","Florida","PALMS CARE CENTER","NH","10/10/2020",0,11,0
6,"Broward","Florida","PARADISE VILLA RETIREMENT AT SHERIDAN #V","ALF","10/10/2020",0,3,0
6,"Broward","Florida","PARADISE VILLA RETIREMENT VI OF COCONUT CREEK","ALF","10/10/2020",0,3,0
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","NH","10/10/2020",0,6,0
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","ALF","10/10/2020",0,1,0
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","NH","10/10/2020",0,1,0
6,"Broward","Florida","PRESIDENTIAL PLACE","ALF","10/8/2020",0,13,0
6,"Broward","Florida","RANMAR GARDENS II INC","ALF","10/9/2020",0,1,0
6,"Broward","Florida","ROYAL PALM SENIOR RESIDENCE","ALF","10/10/2020",0,4,0
6,"Broward","Florida","SAEJCA'S CASTLE LLC","ALF","10/10/2020",0,5,0
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","NH","10/10/2020",0,9,1
6,"Broward","Florida","ST JOSEPH RESIDENCE, INC.","ALF","10/10/2020",0,1,0
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","NH","10/10/2020",1,4,1
6,"Broward","Florida","SUNHAVEN VILLA INC.","ALF","10/10/2020",1,0,1
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","NH","10/10/2020",0,25,0
6,"Broward","Florida","THE COLONY CLUB ALF","ALF","10/10/2020",0,4,0
6,"Broward","Florida","THE COURT AT PALM AIRE","ALF","10/9/2020",0,2,0
6,"Broward","Florida","THE HORIZON CLUB","ALF","9/23/2020",0,0,2
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","ALF","10/10/2020",0,1,0
6,"Broward","Florida","VIP CARE PAVILION, LLC","ALF","9/8/2020",0,4,0
6,"Broward","Florida","WATERSIDE LANDING","ALF","10/9/2020",0,0,3
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","NH","10/10/2020",0,2,0
6,"Broward","Florida","WILLOW BAY SENIOR RESORT","ALF","9/8/2020",0,22,0
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","NH","10/10/2020",0,1,1
6,"Broward","Florida","GOD'S VIP SENIOR HAVEN LLC","ALF","9/8/2020",0,5,0
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","NH","10/10/2020",4,5,37
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","NH","10/10/2020",0,1,0
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,12,0
8,"Charlotte","Florida","CONSULATE HEALTH CARE OF PORT CHARLOTTE","NH","10/10/2020",0,2,0
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","NH","10/10/2020",0,9,5
8,"Charlotte","Florida","BROOKDALE PORT CHARLOTTE","ALF","10/9/2020",0,10,7
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","NH","10/10/2020",0,7,0
8,"Charlotte","Florida","HERITAGE OAKS ASSISTED LIVING AND MEMORY CARE","ALF","10/9/2020",0,4,0
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","ALF","10/10/2020",0,0,3
8,"Charlotte","Florida","HARBOUR HEALTH ASSISTED LIVING","ALF","10/10/2020",0,17,0
8,"Charlotte","Florida","PARKSIDE ASSISTED LIVING AND MEMORY COTTAGE LLC","ALF","10/9/2020",0,1,1
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","NH","10/10/2020",3,0,1
8,"Charlotte","Florida","ROYAL PALM RETIREMENT CENTRE","ALF","10/9/2020",0,8,8
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","NH","10/10/2020",0,3,0
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","NH","10/10/2020",0,11,0
8,"Charlotte","Florida","VICK STREET MANOR","ALF","10/10/2020",0,3,9
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,6,11
8,"Charlotte","Florida","COURTYARD ASSISTED LIVING (THE)","ALF","10/10/2020",0,3,1
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","NH","10/9/2020",10,0,0
9,"Citrus","Florida","BROOKDALE CITRUS","ALF","10/10/2020",0,4,0
9,"Citrus","Florida","CRYSTAL RIVER HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,0,1
9,"Citrus","Florida","FLORIDA MENTOR","ICF","10/10/2020",1,0,9
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","NH","10/10/2020",0,2,0
9,"Citrus","Florida","CITRUS HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,28,0
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","ALF","10/10/2020",0,1,0
9,"Citrus","Florida","AVANTE AT INVERNESS INC","NH","10/10/2020",7,11,0
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","NH","10/10/2020",0,1,1
10,"Clay","Florida","ACACIA GROVE ASSISTED LIVING FACILITY LLC","ALF","9/25/2020",0,3,3
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","NH","10/10/2020",2,0,0
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","NH","10/9/2020",0,1,10
10,"Clay","Florida","BROOKDALE ORANGE PARK","ALF","10/10/2020",0,11,0
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","NH","10/9/2020",0,0,1
10,"Clay","Florida","OAK VIEW REHABILITATION CENTER","NH","10/10/2020",3,0,2
10,"Clay","Florida","PAVILION FOR HEALTH CARE, THE","NH","10/10/2020",3,0,18
10,"Clay","Florida","PINE CREST MANOR","ALF","10/9/2020",8,4,0
10,"Clay","Florida","PruittHealth - Fleming Island","NH","10/10/2020",0,0,12
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","NH","10/10/2020",0,1,0
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","NH","10/10/2020",0,29,28
11,"Collier","Florida","BARRINGTON TERRACE OF NAPLES","ALF","10/9/2020",0,4,0
11,"Collier","Florida","BENTLEY CARE CENTER","NH","10/9/2020",0,11,0
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","ALF","10/10/2020",0,4,0
11,"Collier","Florida","LAKESIDE PAVILION","NH","10/10/2020",0,5,0
11,"Collier","Florida","MANORCARE AT LELY PALMS","NH","10/10/2020",0,0,1
11,"Collier","Florida","BENTLEY VILLAGE","ALF","10/10/2020",0,5,5
11,"Collier","Florida","PREMIER PLACE AT THE GLENVIEW","NH","10/10/2020",0,0,3
11,"Collier","Florida","TERRACINA GRAND","ALF","9/28/2020",0,2,0
11,"Collier","Florida","THE INN AT ASTON GARDENS AT PELICAN MARSH","ALF","10/9/2020",0,0,1
11,"Collier","Florida","CARLISLE NAPLES","ALF","10/10/2020",0,1,0
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","ALF","10/9/2020",1,0,1
12,"Columbia","Florida","AVALON HEALTHCARE CENTER","NH","10/10/2020",0,18,0
12,"Columbia","Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","NH","10/10/2020",0,0,5
12,"Columbia","Florida","WILLOWBROOK","ALF","10/10/2020",0,0,1
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","ALF","10/10/2020",0,0,2
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","NH","10/10/2020",0,0,2
13,"Dade","Florida","A SENIOR LIVING DREAM LLC","ALF","10/9/2020",0,0,1
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","10/9/2020",1,3,28
13,"Dade","Florida","BAY OAKS HISTORIC RETIREMENT RESIDENCE INC","ALF","10/10/2020",0,1,0
13,"Dade","Florida","ALF FAMILY CARE CORP","ALF","9/30/2020",0,2,0
13,"Dade","Florida","CAMINO DE ESPERANZA INC","ALF","8/18/2020",2,1,0
13,"Dade","Florida","CASA MARISA ALF, INC","ALF","10/10/2020",1,1,0
13,"Dade","Florida","CENTRAL PALACE RESIDENTIAL","ALF","9/8/2020",0,8,0
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","10/9/2020",0,0,1
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","NH","10/10/2020",9,0,0
13,"Dade","Florida","CROSS GARDENS CARE CENTER","NH","10/10/2020",3,0,0
13,"Dade","Florida","D&N HOME CARE SERVICES, INC","ALF","9/9/2020",2,2,1
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE INC","NH","10/10/2020",0,2,0
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE, INC","ALF","10/10/2020",0,6,0
13,"Dade","Florida","ALPHA & OMEGA RESIDENTIAL, INC","ALF","10/9/2020",0,1,2
13,"Dade","Florida","FRANCO NURSING & REHABILITATION CENTER","NH","10/9/2020",0,1,1
13,"Dade","Florida","FREIRE & SOTOMAYOR ALF, INC","ALF","8/3/2020",2,1,2
13,"Dade","Florida","BLUE POINT HOME CARE INC","ALF","10/10/2020",0,1,0
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","NH","10/10/2020",0,1,1
13,"Dade","Florida","HAMPTON COURT NURSING AND REHABILITATION CENTER","NH","10/10/2020",0,2,0
13,"Dade","Florida","HARMONY HEALTH CENTER","NH","10/10/2020",7,0,5
13,"Dade","Florida","HAZEL CYPEN TOWER","ALF","10/10/2020",0,9,6
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","NH","10/10/2020",1,0,0
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","NH","10/10/2020",0,8,1
13,"Dade","Florida","JACKSON PLAZA NURSING AND REHABILITATION CENTER","NH","10/10/2020",0,21,2
13,"Dade","Florida","KENDALL LAKES HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,2,1
13,"Dade","Florida","KRYSTAL BAY NURSING AND REHABILITATION","NH","10/9/2020",0,0,16
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","NH","10/9/2020",0,9,0
13,"Dade","Florida","LAS MERCEDES BOARDING HOME","ALF","10/10/2020",0,4,0
13,"Dade","Florida","MACTOWN, INC","ICF","10/7/2020",0,2,0
13,"Dade","Florida","MARIA ADULT HOME CARE II, INC","ALF","7/28/2020",0,4,0
13,"Dade","Florida","MARIA'S PALACE CORP","ALF","10/10/2020",0,6,2
13,"Dade","Florida","MAUD'S PLACE","ALF","10/10/2020",0,1,0
13,"Dade","Florida","MEADOW WOOD HOMES LLC","ALF","9/23/2020",0,1,1
13,"Dade","Florida","MI CASA DORADA ASSISTED LIVING FACILITY CORP","ALF","10/10/2020",0,2,0
13,"Dade","Florida","MIAMI CARE CENTER INC","NH","9/30/2020",0,76,28
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","10/10/2020",0,1,0
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","10/9/2020",0,0,1
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","NH","10/10/2020",0,58,0
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","ALF","10/10/2020",0,2,0
13,"Dade","Florida","NSPIRE HEALTHCARE MIAMI LAKES","NH","10/10/2020",5,0,0
13,"Dade","Florida","OASIS HOME FOR THE ELDERLY","ALF","10/10/2020",0,3,2
13,"Dade","Florida","PALM BREEZE A.L.F.","ALF","10/9/2020",0,0,1
13,"Dade","Florida","PALMETTO CARE CENTER","NH","10/10/2020",0,13,0
13,"Dade","Florida","PALMETTO SUBACUTE CARE CENTER","NH","10/9/2020",2,1,1
13,"Dade","Florida","PAVILION GARDENS","ALF","10/10/2020",0,1,0
13,"Dade","Florida","PINECREST REHABILITATION CENTER","NH","10/9/2020",0,0,1
13,"Dade","Florida","PLAZA AT PARKSQUARE","ALF","10/10/2020",0,3,0
13,"Dade","Florida","PONCE PLAZA NURSING & REHABILITATION CENTER","NH","10/10/2020",12,0,0
13,"Dade","Florida","PROFESSIONAL HOME CARE I","ALF","10/10/2020",0,2,0
13,"Dade","Florida","REGENTS PARK AT AVENTURA","NH","10/10/2020",0,1,0
13,"Dade","Florida","REVIVAL HOME, INC.","ALF","10/9/2020",0,2,0
13,"Dade","Florida","REYSE ALF CORP.","ALF","10/10/2020",0,7,3
13,"Dade","Florida","RIVERSIDE CARE CENTER","NH","10/10/2020",0,30,0
13,"Dade","Florida","RIVIERA HEALTH RESORT","NH","10/10/2020",0,19,0
13,"Dade","Florida","SALMOS 23 #4 LLC","ALF","10/9/2020",0,0,1
13,"Dade","Florida","SANDS AT SOUTH BEACH CARE CENTER, THE","NH","10/10/2020",0,0,1
13,"Dade","Florida","GARDEN WALK ASSISTED LIVING CORP","ALF","8/27/2020",0,3,0
13,"Dade","Florida","SANTA TERESITA HOME CARE","ALF","10/10/2020",0,0,1
13,"Dade","Florida","SEASONS GARDENS SENIOR RESIDENCE LLC","ALF","10/9/2020",0,5,0
13,"Dade","Florida","SHALOM ALF HOME LLC","ALF","10/7/2020",1,0,0
13,"Dade","Florida","SIGNATURE HEALTHCARE CENTER OF WATERFORD","NH","10/10/2020",0,68,3
13,"Dade","Florida","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","NH","10/10/2020",0,1,0
13,"Dade","Florida","SINAI PLAZA NURSING AND REHAB CENTER","NH","10/10/2020",0,6,1
13,"Dade","Florida","SOUTH DADE NURSING AND REHABILITATION CENTER","NH","10/10/2020",0,4,0
13,"Dade","Florida","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","NH","10/10/2020",0,14,0
13,"Dade","Florida","STELLAR ALF II, LLC","ALF","8/25/2020",1,0,0
13,"Dade","Florida","LAKEVIEW SENIOR CARE INC","ALF","7/23/2020",4,0,0
13,"Dade","Florida","SUN BAY MANOR","ALF","10/10/2020",0,2,0
13,"Dade","Florida","SUN COAST","ALF","9/26/2020",0,3,1
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","ICF","10/10/2020",0,34,45
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","ICF","10/9/2020",0,0,3
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","ICF","10/9/2020",0,0,2
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","ICF","10/9/2020",0,0,1
13,"Dade","Florida","SUNSHINE ELDERLY RESIDENCES, CORP","ALF","10/9/2020",0,1,0
13,"Dade","Florida","SUSANNA WESLEY HEALTH CENTER","NH","10/9/2020",0,0,1
13,"Dade","Florida","SWEET HOPE ASSISTED LIVING CORP","ALF","10/9/2020",0,1,0
13,"Dade","Florida","SYLVIA'S RETIREMENT HOME, INC.","ALF","10/10/2020",5,0,4
13,"Dade","Florida","THE PALMS ASSISTED LIVING CORP","ALF","8/27/2020",0,5,1
13,"Dade","Florida","THE RESIDENCES AT MIAMI","ALF","10/9/2020",0,2,0
13,"Dade","Florida","TREASURE ISLE CARE CENTER","NH","10/9/2020",0,1,0
13,"Dade","Florida","TWINS SENIORS RESIDENCE ACLF","ALF","10/10/2020",0,4,0
13,"Dade","Florida","TWO SISTERS ALF,INC.","ALF","9/8/2020",0,1,0
13,"Dade","Florida","UNITY HEALTH AND REHABILITATION CENTER","NH","10/10/2020",0,28,54
13,"Dade","Florida","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","NH","10/9/2020",3,8,2
13,"Dade","Florida","VARADERO RETIREMENT HOME CARE, INC.","ALF","10/10/2020",0,1,1
13,"Dade","Florida","VARADERO RETIREMENT HOME II, INC","ALF","10/10/2020",0,0,1
13,"Dade","Florida","VICKY'S ALF","ALF","10/7/2020",0,0,1
13,"Dade","Florida","VICTORIA NURSING & REHABILITATION CENTER, INC.","NH","10/10/2020",0,9,0
13,"Dade","Florida","VILLA MARIA NURSING CENTER","NH","10/10/2020",1,9,0
13,"Dade","Florida","VILLA MARIA WEST SKILLED NURSING FACILITY","NH","10/10/2020",1,2,0
13,"Dade","Florida","VILLA SERENA I","ALF","8/5/2020",14,0,2
13,"Dade","Florida","VILLA SERENA II","ALF","8/5/2020",10,0,2
13,"Dade","Florida","WELLNESS ADVANTAGE HOME CARE, INC","ALF","10/10/2020",0,0,1
13,"Dade","Florida","WEST GABLES HEALTH CARE CENTER","NH","10/9/2020",0,47,0
13,"Dade","Florida","STERLING AVENTURA","ALF","10/7/2020",0,5,0
14,"Desoto","Florida","DESOTO HEALTH AND REHAB","NH","10/10/2020",0,5,0
14,"Desoto","Florida","M & R PERSONAL CARE INC","ALF","10/10/2020",0,2,1
15,"Dixie","Florida","CROSS CITY NURSING AND REHABILITATION CENTER","NH","10/8/2020",0,1,0
16,"Duval","Florida","AVANTE VILLA AT JACKSONVILLE BEACH INC","NH","10/10/2020",6,11,0
16,"Duval","Florida","BARTRAM CROSSING","NH","10/10/2020",0,5,0
16,"Duval","Florida","ATRIA PARK OF SAN PABLO","ALF","10/9/2020",0,1,2
16,"Duval","Florida","BROOKDALE AVONDALE","ALF","10/10/2020",0,1,0
16,"Duval","Florida","BROOKDALE MANDARIN CENTRAL","ALF","10/9/2020",0,0,1
16,"Duval","Florida","BROOKDALE SOUTHPOINT","ALF","10/10/2020",0,4,0
16,"Duval","Florida","BENTON HOUSE AT OAKLEAF","ALF","10/10/2020",0,0,1
16,"Duval","Florida","CAMELLIA AT DEERWOOD","ALF","10/10/2020",0,0,23
16,"Duval","Florida","CATHEDRAL GERONTOLOGY CENTER, INC","NH","10/10/2020",3,0,7
16,"Duval","Florida","CONSULATE HEALTH CARE OF JACKSONVILLE","NH","10/10/2020",0,1,13
16,"Duval","Florida","BROOKDALE SOUTHSIDE","ALF","10/10/2020",0,4,0
16,"Duval","Florida","CYPRESS VILLAGE","NH","10/10/2020",0,1,1
16,"Duval","Florida","DOLPHIN POINTE HEALTH CARE CENTER","NH","10/10/2020",24,19,0
16,"Duval","Florida","ELMCROFT OF TIMBERLIN PARC","ALF","10/10/2020",0,7,0
16,"Duval","Florida","BARTRAM LAKES ASSISTED LIVING","ALF","10/10/2020",0,6,0
16,"Duval","Florida","FLORIDA MENTOR","ICF","10/10/2020",0,0,1
16,"Duval","Florida","FLORIDA MENTOR","ICF","10/9/2020",2,0,1
16,"Duval","Florida","FLORIDA MENTOR","ICF","10/9/2020",3,1,1
16,"Duval","Florida","FOUNTAINS REHABILITATION AT MILL COVE","NH","10/10/2020",0,13,0
16,"Duval","Florida","HARBORCHASE OF MANDARIN","ALF","10/9/2020",0,3,1
16,"Duval","Florida","HARTS HARBOR HEALTH CARE CENTER","NH","10/10/2020",0,13,0
16,"Duval","Florida","HEARTLAND HEALTH CARE CENTER - JACKSONVILLE","NH","10/10/2020",0,22,1
16,"Duval","Florida","HEARTLAND HEALTH CARE CENTER OF SOUTH JACKSONVILLE","NH","10/10/2020",0,1,1
16,"Duval","Florida","CROSS CARE CENTER","NH","10/10/2020",0,1,0
16,"Duval","Florida","JACKSONVILLE NURSING AND REHAB CENTER","NH","10/10/2020",0,21,54
16,"Duval","Florida","KINGS HOUSE II","ALF","10/10/2020",0,2,1
16,"Duval","Florida","L'ARCHE JACKSONVILLE, INC. III","ALF","10/10/2020",0,0,1
16,"Duval","Florida","FIRST COAST HEALTH AND REHABILITATION CENTER","NH","10/10/2020",3,18,1
16,"Duval","Florida","LAKESIDE NURSING AND REHABILITATION CENTER","NH","10/9/2020",4,3,4
16,"Duval","Florida","NOBLE GARDENS OF JACKSONVILLE, LLC","ALF","10/10/2020",8,0,2
16,"Duval","Florida","NOBLE HOUSE RETIREMENT OF JACKSONVILLE, LLC","ALF","10/10/2020",6,6,0
16,"Duval","Florida","ORTEGA GARDENS ALZHEIMER'S SPECIAL CARE CENTER","ALF","10/10/2020",0,0,3
16,"Duval","Florida","REGENTS PARK OF JACKSONVILLE","NH","10/10/2020",2,7,1
16,"Duval","Florida","RIVER CITY REHAB CENTER","NH","10/9/2020",0,1,1
16,"Duval","Florida","RIVER GARDEN HEBREW HOME FOR THE AGED","NH","10/10/2020",0,0,1
