"DEPCODE","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","NH","6/17/2020","0","7","5"
6,"Broward","Florida","JOHN KNOX VILLAGE OF FLORIDA, INC.","ALF","6/17/2020","0","0","1"
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","NH","6/17/2020","0","0","1"
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","NH","6/17/2020","0","1","6"
6,"Broward","Florida","LINCOLN MANOR","ALF","6/17/2020","0","0","1"
6,"Broward","Florida","MAGGYS HOME CARE III INC","ALF","6/17/2020","3","1","0"
6,"Broward","Florida","MANOR PINES CONVALESCENT CENTER","NH","6/17/2020","0","1","3"
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","NH","6/17/2020","10","10","8"
6,"Broward","Florida","MEMORIAL MANOR","NH","6/17/2020","0","3","1"
6,"Broward","Florida","NEW HORIZON OF TAMARAC","ALF","6/17/2020","1","0","0"
6,"Broward","Florida","NORTH LAKE RETIREMENT HOME INC","ALF","6/17/2020","0","0","1"
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","NH","6/16/2020","56","12","17"
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","NH","6/17/2020","17","8","4"
6,"Broward","Florida","NSPIRE HEALTHCARE TAMARAC","NH","6/17/2020","0","2","5"
6,"Broward","Florida","OAKMONTE VILLAGE OF DAVIE","ALF","6/17/2020","0","2","1"
6,"Broward","Florida","OASIS FAMILY RESORT, LLC","ALF","6/17/2020","0","5","0"
6,"Broward","Florida","PACIFICA SENIOR LIVING FOREST TRACE","ALF","6/17/2020","0","1","1"
6,"Broward","Florida","PALMS CARE CENTER","NH","6/17/2020","6","29","14"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","NH","6/16/2020","0","2","4"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","ALF","6/16/2020","0","1","1"
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","NH","6/17/2020","0","1","1"
6,"Broward","Florida","PLAZA OF HALLANDALE BEACH","ALF","6/17/2020","0","1","0"
6,"Broward","Florida","POMPANO HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","12","3"
6,"Broward","Florida","PRESIDENTIAL PLACE","ALF","6/16/2020","0","6","4"
6,"Broward","Florida","REGENTS PARK OF SUNRISE","NH","6/17/2020","0","2","1"
6,"Broward","Florida","SAEJCA'S CASTLE LLC","ALF","6/17/2020","0","5","0"
6,"Broward","Florida","SEAVIEW NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","0","1"
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","NH","6/17/2020","0","1","5"
6,"Broward","Florida","ST JOSEPH RESIDENCE, INC.","ALF","6/17/2020","0","0","1"
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","NH","6/17/2020","3","2","3"
6,"Broward","Florida","SUNRISE HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","4"
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","NH","6/17/2020","2","2","8"
6,"Broward","Florida","THE COURT AT PALM AIRE","ALF","6/17/2020","0","1","1"
6,"Broward","Florida","THE MERIDIAN AT WATERWAYS","ALF","6/17/2020","0","0","2"
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","ALF","6/17/2020","0","1","3"
6,"Broward","Florida","THE SHERIDAN AT COOPER CITY","ALF","6/17/2020","0","1","1"
6,"Broward","Florida","TREEMONT ON THE PARK","ALF","6/17/2020","0","0","1"
6,"Broward","Florida","VILLA RIO VISTA","ALF","6/17/2020","0","1","0"
6,"Broward","Florida","VIZCAYA BY THE SEA","ALF","6/16/2020","0","0","1"
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","NH","6/17/2020","0","0","8"
6,"Broward","Florida","WESTCHESTER OF SUNRISE","ALF","6/17/2020","1","0","2"
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","NH","6/17/2020","7","0","7"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","NH","6/17/2020","30","7","16"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","NH","6/17/2020","0","1","2"
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","NH","6/17/2020","0","0","2"
8,"Charlotte","Florida","HARBOUR HEALTH ASSISTED LIVING","ALF","6/17/2020","0","16","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","NH","6/17/2020","0","7","4"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","NH","6/17/2020","1","3","1"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","NH","6/17/2020","14","0","0"
8,"Charlotte","Florida","ROYAL PALM RETIREMENT CENTRE","ALF","6/17/2020","0","0","1"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","NH","6/17/2020","4","2","6"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","NH","6/17/2020","21","3","10"
8,"Charlotte","Florida","VICK STREET MANOR","ALF","6/17/2020","3","3","8"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","1","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","ALF","6/17/2020","2","8","0"
9,"Citrus","Florida","FLORIDA MENTOR","ICF","6/17/2020","0","0","2"
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","NH","6/17/2020","0","1","0"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","ALF","6/17/2020","0","1","0"
9,"Citrus","Florida","SUPERIOR RESIDENCES OF LECANTO","ALF","6/17/2020","1","1","0"
10,"Clay","Florida","DIAMOND ALF, LLC","ALF","6/17/2020","0","3","0"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","NH","6/17/2020","0","26","6"
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","NH","6/16/2020","7","0","0"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","NH","6/17/2020","0","0","1"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","NH","6/17/2020","0","2","1"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","NH","6/17/2020","0","1","0"
10,"Clay","Florida","SIGNATURE HEALTHCARE OF ORANGE PARK","NH","6/17/2020","0","0","2"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","ALF","6/17/2020","0","4","10"
11,"Collier","Florida","ARBOR GLEN AT ARBOR TRACE","ALF","6/17/2020","0","0","2"
11,"Collier","Florida","ARDEN COURTS OF LELY PALMS","ALF","6/17/2020","0","0","1"
11,"Collier","Florida","BEACH HOUSE NAPLES ASSISTED LIVING & MEMORY CARE","ALF","6/17/2020","0","0","1"
11,"Collier","Florida","BENTLEY CARE CENTER","NH","6/17/2020","1","6","0"
11,"Collier","Florida","BENTLEY VILLAGE","ALF","6/17/2020","0","1","1"
11,"Collier","Florida","CARLISLE NAPLES","ALF","6/15/2020","1","0","0"
11,"Collier","Florida","DISCOVERY VILLAGE AT NAPLES","ALF","6/17/2020","0","0","2"
11,"Collier","Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","NH","6/17/2020","0","0","2"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","NH","6/17/2020","3","0","1"
11,"Collier","Florida","KEYSTONE PLACE AT NAPLES PRESERVE","ALF","6/17/2020","0","1","1"
11,"Collier","Florida","LAKESIDE PAVILION","NH","6/17/2020","0","1","4"
11,"Collier","Florida","MANORCARE AT LELY PALMS","NH","6/17/2020","2","9","11"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","NH","6/17/2020","4","0","24"
11,"Collier","Florida","MEMORY CARE OF NAPLES","ALF","6/17/2020","0","0","3"
11,"Collier","Florida","ORCHID TERRACE","ALF","6/16/2020","0","0","2"
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","ALF","6/17/2020","0","0","1"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","NH","6/17/2020","0","0","4"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","NH","6/17/2020","0","0","3"
11,"Collier","Florida","TERRACINA GRAND","ALF","6/17/2020","1","1","3"
11,"Collier","Florida","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","ALF","6/17/2020","0","0","1"
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","ALF","6/17/2020","0","0","1"
12,"Columbia","Florida","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","ALF","6/17/2020","0","0","2"
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","NH","6/17/2020","0","0","1"
13,"Dade","Florida","AM SWEET HOME ALF, CORP","ALF","6/17/2020","0","0","4"
13,"Dade","Florida","AMIGOS OF WESTCHESTER ALF CORP","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","6/17/2020","0","4","0"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","6/17/2020","2","27","2"
13,"Dade","Florida","CORAL GABLES NURSING AND REHABILITATION CENTER","NH","6/17/2020","8","7","5"
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","NH","6/17/2020","0","23","12"
13,"Dade","Florida","CROSS GARDENS CARE CENTER","NH","6/17/2020","12","5","5"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE INC","NH","6/16/2020","0","0","2"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE, INC","ALF","6/16/2020","0","0","1"
13,"Dade","Florida","EPWORTH VILLAGE RETIREMENT COMMUNITY","ALF","6/17/2020","1","0","1"
13,"Dade","Florida","FAIR HAVENS CENTER","NH","6/17/2020","0","28","14"
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","NH","6/17/2020","0","7","0"
13,"Dade","Florida","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","NH","6/17/2020","2","1","6"
13,"Dade","Florida","FRANCO NURSING & REHABILITATION CENTER","NH","6/17/2020","0","8","4"
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","NH","6/17/2020","4","3","7"
13,"Dade","Florida","HAMPTON COURT NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","1","0"
13,"Dade","Florida","HARMONY HEALTH CENTER","NH","6/17/2020","2","0","0"
13,"Dade","Florida","HAZEL CYPEN TOWER","ALF","6/17/2020","0","3","0"
13,"Dade","Florida","HIALEAH ALF INC","ALF","6/17/2020","1","1","1"
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","155","73"
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","NH","6/17/2020","0","0","2"
13,"Dade","Florida","IMPERIAL CLUB","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","JACKSON MEMORIAL LONG TERM CARE CENTER","NH","6/17/2020","0","0","1"
13,"Dade","Florida","JACKSON MEMORIAL PERDUE MEDICAL CENTER","NH","6/17/2020","0","0","1"
13,"Dade","Florida","JACKSON PLAZA NURSING AND REHABILITATION CENTER","NH","6/17/2020","13","16","4"
13,"Dade","Florida","KENDALL LAKES HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","4"
13,"Dade","Florida","KRYSTAL BAY NURSING AND REHABILITATION","NH","6/17/2020","0","0","12"
13,"Dade","Florida","L & L SENIOR CARE, INC","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","LITTLE RIVER ASSISTED LIVING INC","ALF","6/15/2020","0","0","1"
13,"Dade","Florida","LIVEWELL AT GRAND COURT LAKES","ALF","6/17/2020","0","1","6"
13,"Dade","Florida","LOG CABIN ENTERPRISES, INC.","ICF","6/17/2020","4","1","9"
13,"Dade","Florida","MAUD'S PLACE","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","MERRY ONE ALF","ALF","6/17/2020","1","0","0"
13,"Dade","Florida","MIAMI ASTURIAS HOME INC","ALF","6/17/2020","0","6","1"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/17/2020","0","0","1"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/17/2020","0","0","5"
13,"Dade","Florida","MIAMI JEWISH HEALTH SYSTEMS, INC.","NH","6/17/2020","5","0","9"
13,"Dade","Florida","MIAMI LAKES RETIREMENT HOME","ALF","6/17/2020","3","0","0"
13,"Dade","Florida","MIAMI SHORES NURSING AND REHAB CENTER","NH","6/17/2020","0","13","2"
13,"Dade","Florida","MIAMI-DADE COUNTY","ALF","6/17/2020","0","0","2"
13,"Dade","Florida","NEW ERA COMMUNITY HEALTH CENTER LLC","ALF","6/17/2020","0","6","0"
13,"Dade","Florida","NORMANDY ESTATES ASSISTED LIVING LLC","ALF","6/17/2020","0","0","3"
13,"Dade","Florida","NORTH BEACH REHABILITATION CENTER","NH","6/17/2020","0","20","14"
13,"Dade","Florida","NORTH DADE NURSING AND REHABILITATION CENTER","NH","6/17/2020","20","6","8"
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","NH","6/17/2020","0","24","18"
13,"Dade","Florida","NSPIRE HEALTHCARE MIAMI LAKES","NH","6/16/2020","18","22","23"
13,"Dade","Florida","OUR LADY OF CHARITY ACLF, INC","ALF","6/17/2020","1","1","0"
13,"Dade","Florida","PALACE AT KENDALL NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","0","1"
13,"Dade","Florida","PALM BREEZE A.L.F.","ALF","6/17/2020","0","16","4"
13,"Dade","Florida","PALM GARDEN OF AVENTURA","NH","6/17/2020","0","1","1"
13,"Dade","Florida","PALMETTO CARE CENTER","NH","6/17/2020","3","6","0"
13,"Dade","Florida","PALMETTO SUBACUTE CARE CENTER","NH","6/17/2020","10","35","29"
13,"Dade","Florida","PAVILION GARDENS","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","PINECREST REHABILITATION CENTER","NH","6/17/2020","0","14","16"
13,"Dade","Florida","PINES NURSING HOME","NH","6/16/2020","1","6","3"
13,"Dade","Florida","POINTE OF NORTH GABLES","ALF","6/17/2020","11","25","6"
13,"Dade","Florida","PONCE PLAZA NURSING & REHABILITATION CENTER","NH","6/17/2020","2","9","11"
13,"Dade","Florida","PROFESSIONAL HOME CARE I","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","REGENTS PARK AT AVENTURA","NH","6/17/2020","11","20","8"
13,"Dade","Florida","RESIDENTIAL PLAZA AT BLUE LAGOON","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","REVIVAL HOME, INC.","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","RIVERSIDE CARE CENTER","NH","6/17/2020","0","0","1"
13,"Dade","Florida","RIVIERA HEALTH RESORT","NH","6/17/2020","0","1","3"
13,"Dade","Florida","SALMO 23 ELDER CARE","ALF","6/17/2020","0","21","5"
13,"Dade","Florida","SALMO 23 NO. 2, LLC.","ALF","6/17/2020","0","12","5"
13,"Dade","Florida","SANDS AT SOUTH BEACH CARE CENTER, THE","NH","6/17/2020","6","12","30"
13,"Dade","Florida","SIGNATURE HEALTHCARE CENTER OF WATERFORD","NH","6/17/2020","23","32","60"
13,"Dade","Florida","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","NH","6/17/2020","31","13","21"
13,"Dade","Florida","SINAI PLAZA NURSING AND REHAB CENTER","NH","6/16/2020","0","6","2"
13,"Dade","Florida","SOUTH DADE NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","3","4"
13,"Dade","Florida","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","NH","6/17/2020","0","0","3"
13,"Dade","Florida","STERLING AVENTURA","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","SUN COAST","ALF","6/17/2020","0","3","1"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","ICF","6/17/2020","3","0","0"
13,"Dade","Florida","SUNSHINE ELDERLY RESIDENCES, CORP","ALF","6/16/2020","0","1","0"
13,"Dade","Florida","SUSANNA WESLEY HEALTH CENTER","NH","6/16/2020","0","24","13"
13,"Dade","Florida","SWANKRIDGE","ALF","6/17/2020","2","0","0"
13,"Dade","Florida","SYLVIA'S RETIREMENT HOME, INC.","ALF","6/16/2020","4","0","0"
13,"Dade","Florida","TREASURE ISLE CARE CENTER","NH","6/17/2020","0","24","13"
13,"Dade","Florida","UNITY HEALTH AND REHABILITATION CENTER","NH","6/17/2020","9","27","27"
13,"Dade","Florida","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","NH","6/17/2020","0","7","1"
13,"Dade","Florida","VI AT AVENTURA","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","VI AT AVENTURA","NH","6/17/2020","0","1","1"
13,"Dade","Florida","VICTORIA NURSING & REHABILITATION CENTER, INC.","NH","6/17/2020","9","5","12"
13,"Dade","Florida","VILLA MARIA NURSING CENTER","NH","6/17/2020","0","6","0"
13,"Dade","Florida","VILLA MARIA WEST SKILLED NURSING FACILITY","NH","6/17/2020","0","1","1"
13,"Dade","Florida","VILLA ROSA I, INC.","ALF","6/17/2020","0","1","0"
13,"Dade","Florida","VILLA ROSA II INC","ALF","6/17/2020","0","3","0"
13,"Dade","Florida","VILLA ROSA IV, INC","ALF","6/17/2020","0","0","1"
13,"Dade","Florida","WEST GABLES HEALTH CARE CENTER","NH","6/17/2020","28","22","11"
14,"Desoto","Florida","ARCADIA OAKS ASSISTED LIVING","ALF","6/17/2020","0","1","1"
15,"Dixie","Florida","CROSS CITY NURSING AND REHABILITATION CENTER","NH","6/17/2020","0","0","3"
16,"Duval","Florida","BARTRAM CROSSING","NH","6/17/2020","0","1","13"
16,"Duval","Florida","BARTRAM LAKES ASSISTED LIVING","ALF","6/16/2020","0","2","1"
16,"Duval","Florida","BROOKDALE SOUTHSIDE","ALF","6/17/2020","1","0","0"
16,"Duval","Florida","CAMELLIA AT DEERWOOD","ALF","6/17/2020","0","1","12"
16,"Duval","Florida","CATHEDRAL GERONTOLOGY CENTER, INC","NH","6/17/2020","0","1","0"
16,"Duval","Florida","DOLPHIN POINTE HEALTH CARE CENTER","NH","6/17/2020","30","19","0"
16,"Duval","Florida","FIRST COAST HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","1"
16,"Duval","Florida","FLEET LANDING","NH","6/17/2020","1","0","3"
16,"Duval","Florida","FLORIDA MENTOR","ICF","6/17/2020","2","1","0"
16,"Duval","Florida","HARBORCHASE OF MANDARIN","ALF","6/17/2020","0","0","1"
16,"Duval","Florida","HARTS HARBOR HEALTH CARE CENTER","NH","6/17/2020","0","5","5"
16,"Duval","Florida","HEALTHCARE CENTER OF JACKSONVILLE","NH","6/16/2020","1","0","6"
16,"Duval","Florida","JACKSONVILLE NURSING AND REHAB CENTER","NH","6/17/2020","6","1","4"
16,"Duval","Florida","LANIER REHABILITATION CENTER","NH","6/17/2020","0","2","4"
16,"Duval","Florida","RIVERWOOD CENTER","NH","6/17/2020","0","0","2"
16,"Duval","Florida","SIGNATURE HEALTHCARE OF JACKSONVILLE","NH","6/17/2020","32","34","17"
16,"Duval","Florida","ST CATHERINE LABOURE MANOR INC","NH","6/17/2020","1","0","0"
16,"Duval","Florida","UNIVERSITY CROSSING","NH","6/17/2020","0","1","6"
16,"Duval","Florida","WOODLAND GROVE HEALTH & REHABILITATION CENTER","NH","6/17/2020","1","0","2"
17,"Escambia","Florida","ASBURY PLACE","ALF","6/16/2020","0","0","1"
17,"Escambia","Florida","BAYSIDE HEALTH AND REHABILITATION CENTER","NH","6/17/2020","12","0","1"
17,"Escambia","Florida","CENTURY CENTER FOR REHABILITATION AND HEALING","NH","6/17/2020","0","0","1"
17,"Escambia","Florida","DE LUNA HEALTH AND REHABILITATION CENTER","NH","6/17/2020","5","0","0"
17,"Escambia","Florida","HAVEN OF OUR LADY OF PEACE","NH","6/17/2020","0","0","1"
17,"Escambia","Florida","HOMESTEAD VILLAGE RETIREMENT COMMUNITY","ALF","6/17/2020","0","1","0"
17,"Escambia","Florida","NEW HORIZONS OF NORTHWEST FLORIDA, INC.","ICF","6/15/2020","1","0","3"
17,"Escambia","Florida","OLIVE BRANCH HEALTH AND REHABILITATION CENTER","NH","6/15/2020","0","1","0"
17,"Escambia","Florida","PENSACOLA DEVELOPMENTAL CENTER","ICF","6/17/2020","0","0","4"
17,"Escambia","Florida","ROSEWOOD HEALTHCARE AND REHABILITATION CENTER","NH","6/17/2020","3","0","1"
17,"Escambia","Florida","SOUTHERN OAKS CARE CENTER","NH","6/17/2020","0","4","0"
17,"Escambia","Florida","SUMMER VISTA ASSISTED LIVING COMMUNITY","ALF","6/17/2020","0","1","0"
17,"Escambia","Florida","VERANDA OF PENSACOLA, INC","ALF","6/17/2020","0","0","1"
17,"Escambia","Florida","WILLOWBROOKE COURT AT AZALEA TRACE","NH","6/16/2020","7","1","5"
18,"Flagler","Florida","GRAND OAKS HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","1"
20,"Gadsden","Florida","RIVERCHASE HEALTH AND REHABILITATION CENTER","NH","6/17/2020","8","2","2"
25,"Hardee","Florida","HARDEE MANOR HEALTHCARE CENTER","NH","6/17/2020","0","3","3"
25,"Hardee","Florida","SANDIA","ALF","6/17/2020","0","1","0"
26,"Hendry","Florida","CLEWISTON NURSING & REHABILITATION","NH","6/17/2020","14","21","24"
26,"Hendry","Florida","OAKBROOK HEALTH AND REHABILITATION CENTER","NH","6/17/2020","3","0","0"
27,"Hernando","Florida","EVERGREEN WOODS","NH","6/16/2020","0","0","1"
27,"Hernando","Florida","RESIDENCE AT TIMBER PINES (THE)","ALF","6/17/2020","0","1","1"
27,"Hernando","Florida","SPRING HILL HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","2"
28,"Highlands","Florida","FELLOWSHIP HOME AT THE FAIRWAY","ALF","6/17/2020","0","0","1"
28,"Highlands","Florida","FLORIDA MENTOR","ICF","6/17/2020","0","0","1"
28,"Highlands","Florida","KENILWORTH CARE & REHABILITATION CENTER","NH","6/17/2020","0","0","1"
29,"Hillsborough","Florida","A LA MY LOVE ALF","ALF","6/17/2020","0","1","0"
29,"Hillsborough","Florida","ALDEA GREEN","ALF","6/17/2020","1","0","0"
29,"Hillsborough","Florida","ALLEGRO","ALF","6/17/2020","0","0","3"
29,"Hillsborough","Florida","ALLEGRO","ALF","6/16/2020","0","0","1"
29,"Hillsborough","Florida","ANGELS SENIOR LIVING AT NEW TAMPA, LLC","ALF","6/17/2020","0","8","0"
29,"Hillsborough","Florida","ANGELS SENIOR LIVING AT SOUTH TAMPA","ALF","6/17/2020","0","1","0"
29,"Hillsborough","Florida","BEST CARE SENIOR LIVING AT SAINT JOSEPH","ALF","6/17/2020","4","3","4"
29,"Hillsborough","Florida","BRANDON HEALTH AND REHABILITATION CENTER","NH","6/17/2020","0","0","1"
29,"Hillsborough","Florida","BRIGHTON GARDENS OF TAMPA","ALF","6/17/2020","9","0","2"
